City,Year,Series,Permits,provisional
Conyers,1993,Single-family,7,False
Conyers,1994,Multi-family,0,False
Conyers,1994,Single-family,19,False
Conyers,1995,Multi-family,16,False
Conyers,1995,Single-family,1,False
Conyers,1996,Multi-family,2,False
Conyers,1996,Single-family,1,False
Conyers,1997,Multi-family,8,False
Conyers,1997,Single-family,4,False
Conyers,1998,Multi-family,5,False
Conyers,1998,Single-family,9,False
Conyers,1999,Multi-family,458,False
Conyers,1999,Single-family,2,False
Conyers,2000,Multi-family,0,False
Conyers,2000,Single-family,4,False
Conyers,2001,Multi-family,240,False
Conyers,2001,Single-family,17,False
Conyers,2002,Multi-family,10,False
Conyers,2002,Single-family,187,False
Conyers,2003,Multi-family,0,False
Conyers,2003,Single-family,72,False
Conyers,2004,Multi-family,0,False
Conyers,2004,Single-family,25,False
Conyers,2005,Multi-family,0,False
Conyers,2005,Single-family,210,False
Conyers,2006,Multi-family,0,False
Conyers,2006,Single-family,350,False
Conyers,2007,Multi-family,0,False
Conyers,2007,Single-family,126,False
Conyers,2008,Multi-family,2,False
Conyers,2008,Single-family,66,False
Conyers,2009,Multi-family,8,False
Conyers,2009,Single-family,27,False
Conyers,2010,Multi-family,0,False
Conyers,2010,Single-family,29,False
Conyers,2011,Multi-family,0,False
Conyers,2011,Single-family,23,False
Conyers,2012,Multi-family,0,False
Conyers,2012,Single-family,9,False
Conyers,2013,Multi-family,0,False
Conyers,2013,Single-family,9,False
Conyers,2014,Multi-family,0,False
Conyers,2014,Single-family,5,False
Conyers,2015,Multi-family,0,False
Conyers,2015,Single-family,2,False
Conyers,2016,Multi-family,0,False
Conyers,2016,Single-family,9,False
Conyers,2017,Multi-family,20,False
Conyers,2017,Single-family,23,False
Conyers,2018,Multi-family,0,False
Conyers,2018,Single-family,120,False
Conyers,2019,Multi-family,0,False
Conyers,2019,Single-family,167,False
Conyers,2020,Multi-family,0,False
Conyers,2020,Single-family,102,False
Conyers,2021,Multi-family,0,False
Conyers,2021,Single-family,116,False
Conyers,2022,Multi-family,564,False
Conyers,2022,Single-family,228,False
Conyers,2023,Multi-family,0,False
Conyers,2023,Single-family,214,False
Conyers,2024,Multi-family,0,False
Conyers,2024,Single-family,179,False
Conyers,2025,Multi-family,0,True
Conyers,2025,Single-family,167,True
Conyers,2026,Multi-family,0,True
Conyers,2026,Single-family,12,True
Cumming,1980,Multi-family,0,False
Cumming,1980,Single-family,0,False
Cumming,1981,Multi-family,0,False
Cumming,1981,Single-family,0,False
Cumming,1982,Multi-family,0,False
Cumming,1982,Single-family,0,False
Cumming,1983,Multi-family,0,False
Cumming,1983,Single-family,0,False
Cumming,1984,Multi-family,0,False
Cumming,1984,Single-family,0,False
Cumming,1985,Multi-family,0,False
Cumming,1985,Single-family,0,False
Cumming,1986,Multi-family,0,False
Cumming,1986,Single-family,0,False
Cumming,1987,Multi-family,0,False
Cumming,1987,Single-family,0,False
Cumming,1988,Multi-family,0,False
Cumming,1988,Single-family,0,False
Cumming,1989,Multi-family,0,False
Cumming,1989,Single-family,0,False
Cumming,1990,Multi-family,0,False
Cumming,1990,Single-family,0,False
Cumming,1991,Multi-family,0,False
Cumming,1991,Single-family,0,False
Cumming,1992,Multi-family,0,False
Cumming,1992,Single-family,0,False
Cumming,1993,Multi-family,0,False
Cumming,1993,Single-family,0,False
Cumming,1994,Multi-family,0,False
Cumming,1994,Single-family,0,False
Cumming,1995,Multi-family,0,False
Cumming,1995,Single-family,0,False
Cumming,1996,Multi-family,0,False
Cumming,1996,Single-family,0,False
Cumming,1997,Multi-family,0,False
Cumming,1997,Single-family,0,False
Cumming,1998,Multi-family,0,False
Cumming,1998,Single-family,0,False
Cumming,1999,Multi-family,0,False
Cumming,1999,Single-family,0,False
Cumming,2000,Multi-family,0,False
Cumming,2000,Single-family,0,False
Cumming,2001,Multi-family,0,False
Cumming,2001,Single-family,0,False
Cumming,2002,Multi-family,0,False
Cumming,2002,Single-family,0,False
Cumming,2003,Multi-family,64,False
Cumming,2003,Single-family,68,False
Cumming,2004,Multi-family,120,False
Cumming,2004,Single-family,13,False
Cumming,2005,Multi-family,8,False
Cumming,2005,Single-family,26,False
Cumming,2006,Multi-family,8,False
Cumming,2006,Single-family,18,False
Cumming,2007,Multi-family,0,False
Cumming,2007,Single-family,3,False
Cumming,2008,Multi-family,0,False
Cumming,2008,Single-family,0,False
Cumming,2009,Multi-family,0,False
Cumming,2009,Single-family,0,False
Cumming,2010,Multi-family,0,False
Cumming,2010,Single-family,0,False
Cumming,2011,Multi-family,0,False
Cumming,2011,Single-family,0,False
Cumming,2012,Multi-family,0,False
Cumming,2012,Single-family,0,False
Cumming,2013,Multi-family,0,False
Cumming,2013,Single-family,0,False
Cumming,2014,Multi-family,0,False
Cumming,2014,Single-family,55,False
Cumming,2015,Multi-family,0,False
Cumming,2015,Single-family,172,False
Cumming,2016,Multi-family,0,False
Cumming,2016,Single-family,79,False
Cumming,2017,Multi-family,0,False
Cumming,2017,Single-family,33,False
Cumming,2018,Multi-family,0,False
Cumming,2018,Single-family,65,False
Cumming,2019,Multi-family,0,False
Cumming,2019,Single-family,42,False
Cumming,2020,Multi-family,0,False
Cumming,2020,Single-family,98,False
Cumming,2021,Multi-family,0,False
Cumming,2021,Single-family,35,False
Cumming,2022,Multi-family,743,False
Cumming,2022,Single-family,30,False
Cumming,2023,Multi-family,94,False
Cumming,2023,Single-family,108,False
Cumming,2024,Multi-family,782,False
Cumming,2024,Single-family,283,False
Cumming,2025,Multi-family,12,True
Cumming,2025,Single-family,152,True
Cumming,2026,Multi-family,0,True
Cumming,2026,Single-family,7,True
Dacula,1980,Multi-family,0,False
Dacula,1980,Single-family,18,False
Dacula,1981,Multi-family,0,False
Dacula,1981,Single-family,5,False
Dacula,1982,Multi-family,0,False
Dacula,1982,Single-family,10,False
Dacula,1983,Multi-family,0,False
Dacula,1983,Single-family,18,False
Dacula,1984,Multi-family,0,False
Dacula,1984,Single-family,18,False
Dacula,1985,Multi-family,0,False
Dacula,1985,Single-family,24,False
Dacula,1986,Multi-family,0,False
Dacula,1986,Single-family,21,False
Dacula,1987,Multi-family,0,False
Dacula,1987,Single-family,68,False
Dacula,1988,Multi-family,0,False
Dacula,1988,Single-family,70,False
Dacula,1989,Multi-family,0,False
Dacula,1989,Single-family,51,False
Dacula,1990,Multi-family,0,False
Dacula,1990,Single-family,58,False
Dacula,1991,Multi-family,0,False
Dacula,1991,Single-family,42,False
Dacula,1992,Multi-family,0,False
Dacula,1992,Single-family,26,False
Dacula,1993,Multi-family,0,False
Dacula,1993,Single-family,50,False
Dacula,1994,Multi-family,0,False
Dacula,1994,Single-family,82,False
Dacula,1995,Multi-family,0,False
Dacula,1995,Single-family,127,False
Dacula,1996,Multi-family,0,False
Dacula,1996,Single-family,68,False
Dacula,1997,Multi-family,0,False
Dacula,1997,Single-family,28,False
Dacula,1998,Multi-family,0,False
Dacula,1998,Single-family,28,False
Dacula,1999,Multi-family,0,False
Dacula,1999,Single-family,96,False
Dacula,2000,Multi-family,0,False
Dacula,2000,Single-family,125,False
Dacula,2001,Multi-family,0,False
Dacula,2001,Single-family,8,False
Dacula,2002,Multi-family,0,False
Dacula,2002,Single-family,63,False
Dacula,2003,Multi-family,0,False
Dacula,2003,Single-family,4,False
Dacula,2004,Multi-family,0,False
Dacula,2004,Single-family,4,False
Dacula,2005,Multi-family,0,False
Dacula,2005,Single-family,3,False
Dacula,2006,Multi-family,0,False
Dacula,2006,Single-family,15,False
Dacula,2007,Multi-family,0,False
Dacula,2007,Single-family,12,False
Dacula,2008,Multi-family,0,False
Dacula,2008,Single-family,13,False
Dacula,2009,Multi-family,0,False
Dacula,2009,Single-family,2,False
Dacula,2010,Multi-family,0,False
Dacula,2010,Single-family,9,False
Dacula,2011,Multi-family,0,False
Dacula,2011,Single-family,1,False
Dacula,2012,Multi-family,0,False
Dacula,2012,Single-family,0,False
Dacula,2013,Multi-family,0,False
Dacula,2013,Single-family,79,False
Dacula,2014,Multi-family,0,False
Dacula,2014,Single-family,107,False
Dacula,2015,Multi-family,0,False
Dacula,2015,Single-family,97,False
Dacula,2016,Multi-family,0,False
Dacula,2016,Single-family,187,False
Dacula,2017,Multi-family,0,False
Dacula,2017,Single-family,42,False
Dacula,2018,Multi-family,0,False
Dacula,2018,Single-family,39,False
Dacula,2019,Multi-family,0,False
Dacula,2019,Single-family,55,False
Dacula,2020,Multi-family,0,False
Dacula,2020,Single-family,44,False
Dacula,2021,Multi-family,0,False
Dacula,2021,Single-family,163,False
Dacula,2022,Multi-family,0,False
Dacula,2022,Single-family,84,False
Dacula,2023,Multi-family,0,False
Dacula,2023,Single-family,102,False
Dacula,2024,Multi-family,224,False
Dacula,2024,Single-family,217,False
Dacula,2025,Multi-family,96,True
Dacula,2025,Single-family,96,True
Dacula,2026,Multi-family,0,True
Dacula,2026,Single-family,6,True
Decatur,1980,Multi-family,0,False
Decatur,1980,Single-family,3,False
Decatur,1981,Multi-family,2,False
Decatur,1981,Single-family,2,False
Decatur,1982,Multi-family,177,False
Decatur,1982,Single-family,4,False
Decatur,1983,Multi-family,0,False
Decatur,1983,Single-family,88,False
Decatur,1984,Multi-family,0,False
Decatur,1984,Single-family,69,False
Decatur,1985,Multi-family,2,False
Decatur,1985,Single-family,56,False
Decatur,1986,Multi-family,0,False
Decatur,1986,Single-family,58,False
Decatur,1987,Multi-family,0,False
Decatur,1987,Single-family,47,False
Decatur,1988,Multi-family,4,False
Decatur,1988,Single-family,53,False
Decatur,1989,Multi-family,2,False
Decatur,1989,Single-family,29,False
Decatur,1990,Multi-family,0,False
Decatur,1990,Single-family,23,False
Decatur,1991,Multi-family,0,False
Decatur,1991,Single-family,14,False
Decatur,1992,Multi-family,118,False
Decatur,1992,Single-family,45,False
Decatur,1993,Multi-family,0,False
Decatur,1993,Single-family,27,False
Decatur,1994,Multi-family,0,False
Decatur,1994,Single-family,6,False
Decatur,1995,Multi-family,0,False
Decatur,1995,Single-family,16,False
Decatur,1996,Multi-family,0,False
Decatur,1996,Single-family,15,False
Decatur,1997,Multi-family,0,False
Decatur,1997,Single-family,70,False
Decatur,1998,Multi-family,0,False
Decatur,1998,Single-family,74,False
Decatur,1999,Multi-family,214,False
Decatur,1999,Single-family,69,False
Decatur,2000,Multi-family,130,False
Decatur,2000,Single-family,68,False
Decatur,2001,Multi-family,83,False
Decatur,2001,Single-family,124,False
Decatur,2002,Multi-family,0,False
Decatur,2002,Single-family,28,False
Decatur,2003,Multi-family,247,False
Decatur,2003,Single-family,38,False
Decatur,2004,Multi-family,0,False
Decatur,2004,Single-family,31,False
Decatur,2005,Multi-family,195,False
Decatur,2005,Single-family,38,False
Decatur,2006,Multi-family,0,False
Decatur,2006,Single-family,86,False
Decatur,2007,Multi-family,65,False
Decatur,2007,Single-family,89,False
Decatur,2008,Multi-family,20,False
Decatur,2008,Single-family,33,False
Decatur,2009,Multi-family,10,False
Decatur,2009,Single-family,31,False
Decatur,2010,Multi-family,0,False
Decatur,2010,Single-family,30,False
Decatur,2011,Multi-family,5,False
Decatur,2011,Single-family,28,False
Decatur,2012,Multi-family,0,False
Decatur,2012,Single-family,54,False
Decatur,2013,Multi-family,0,False
Decatur,2013,Single-family,58,False
Decatur,2014,Multi-family,378,False
Decatur,2014,Single-family,116,False
Decatur,2015,Multi-family,285,False
Decatur,2015,Single-family,140,False
Decatur,2016,Multi-family,276,False
Decatur,2016,Single-family,147,False
Decatur,2017,Multi-family,800,False
Decatur,2017,Single-family,88,False
Decatur,2018,Multi-family,90,False
Decatur,2018,Single-family,31,False
Decatur,2019,Multi-family,7,False
Decatur,2019,Single-family,21,False
Decatur,2020,Multi-family,0,False
Decatur,2020,Single-family,40,False
Decatur,2021,Multi-family,18,False
Decatur,2021,Single-family,57,False
Decatur,2022,Multi-family,62,False
Decatur,2022,Single-family,38,False
Decatur,2023,Multi-family,0,False
Decatur,2023,Single-family,25,False
Decatur,2024,Multi-family,370,False
Decatur,2024,Single-family,18,False
Decatur,2025,Multi-family,0,True
Decatur,2025,Single-family,30,True
Decatur,2026,Multi-family,0,True
Decatur,2026,Single-family,0,True
Doraville,1980,Multi-family,0,False
Doraville,1980,Single-family,0,False
Doraville,1981,Multi-family,0,False
Doraville,1981,Single-family,0,False
Doraville,1982,Multi-family,0,False
Doraville,1982,Single-family,0,False
Doraville,1983,Multi-family,0,False
Doraville,1983,Single-family,0,False
Doraville,1984,Multi-family,0,False
Doraville,1984,Single-family,0,False
Doraville,1985,Multi-family,0,False
Doraville,1985,Single-family,0,False
Doraville,1986,Multi-family,0,False
Doraville,1986,Single-family,0,False
Doraville,1987,Multi-family,0,False
Doraville,1987,Single-family,0,False
Doraville,1988,Multi-family,0,False
Doraville,1988,Single-family,0,False
Doraville,1989,Multi-family,0,False
Doraville,1989,Single-family,0,False
Doraville,1990,Multi-family,0,False
Doraville,1990,Single-family,0,False
Doraville,1991,Multi-family,0,False
Doraville,1991,Single-family,0,False
Doraville,1992,Multi-family,0,False
Doraville,1992,Single-family,0,False
Doraville,1993,Multi-family,0,False
Doraville,1993,Single-family,0,False
Doraville,1994,Multi-family,0,False
Doraville,1994,Single-family,0,False
Doraville,1995,Multi-family,0,False
Doraville,1995,Single-family,0,False
Doraville,1996,Multi-family,0,False
Doraville,1996,Single-family,0,False
Doraville,1997,Multi-family,0,False
Doraville,1997,Single-family,0,False
Doraville,1998,Multi-family,0,False
Doraville,1998,Single-family,0,False
Doraville,1999,Multi-family,0,False
Doraville,1999,Single-family,0,False
Doraville,2000,Multi-family,0,False
Doraville,2000,Single-family,0,False
Doraville,2001,Multi-family,0,False
Doraville,2001,Single-family,0,False
Doraville,2002,Multi-family,0,False
Doraville,2002,Single-family,0,False
Doraville,2003,Multi-family,0,False
Doraville,2003,Single-family,0,False
Doraville,2004,Multi-family,0,False
Doraville,2004,Single-family,19,False
Doraville,2005,Multi-family,0,False
Doraville,2005,Single-family,2,False
Doraville,2006,Multi-family,8,False
Doraville,2006,Single-family,9,False
Doraville,2007,Multi-family,4,False
Doraville,2007,Single-family,16,False
Doraville,2008,Multi-family,0,False
Doraville,2008,Single-family,3,False
Doraville,2009,Multi-family,0,False
Doraville,2009,Single-family,1,False
Doraville,2010,Multi-family,0,False
Doraville,2010,Single-family,0,False
Doraville,2011,Multi-family,0,False
Doraville,2011,Single-family,0,False
Doraville,2012,Multi-family,0,False
Doraville,2012,Single-family,0,False
Doraville,2013,Multi-family,0,False
Doraville,2013,Single-family,11,False
Doraville,2014,Multi-family,0,False
Doraville,2014,Single-family,9,False
Doraville,2015,Multi-family,0,False
Doraville,2015,Single-family,2,False
Doraville,2016,Multi-family,0,False
Doraville,2016,Single-family,1,False
Doraville,2017,Multi-family,0,False
Doraville,2017,Single-family,27,False
Doraville,2018,Multi-family,0,False
Doraville,2018,Single-family,33,False
Doraville,2019,Multi-family,0,False
Doraville,2019,Single-family,17,False
Doraville,2020,Multi-family,0,False
Doraville,2020,Single-family,165,False
Doraville,2021,Multi-family,0,False
Doraville,2021,Single-family,13,False
Doraville,2022,Multi-family,0,False
Doraville,2022,Single-family,4,False
Doraville,2023,Multi-family,604,False
Doraville,2023,Single-family,2,False
Doraville,2024,Multi-family,0,False
Doraville,2024,Single-family,5,False
Doraville,2025,Multi-family,0,True
Doraville,2025,Single-family,82,True
Doraville,2026,Multi-family,0,True
Doraville,2026,Single-family,0,True
Douglasville,1980,Multi-family,2,False
Douglasville,1980,Single-family,70,False
Douglasville,1981,Multi-family,4,False
Douglasville,1981,Single-family,37,False
Douglasville,1982,Multi-family,10,False
Douglasville,1982,Single-family,67,False
Douglasville,1983,Multi-family,8,False
Douglasville,1983,Single-family,199,False
Douglasville,1984,Multi-family,163,False
Douglasville,1984,Single-family,146,False
Douglasville,1985,Multi-family,34,False
Douglasville,1985,Single-family,90,False
Douglasville,1986,Multi-family,169,False
Douglasville,1986,Single-family,178,False
Douglasville,1987,Multi-family,8,False
Douglasville,1987,Single-family,226,False
Douglasville,1988,Multi-family,0,False
Douglasville,1988,Single-family,128,False
Douglasville,1989,Multi-family,44,False
Douglasville,1989,Single-family,111,False
Douglasville,1990,Multi-family,0,False
Douglasville,1990,Single-family,143,False
Douglasville,1991,Multi-family,0,False
Douglasville,1991,Single-family,161,False
Douglasville,1992,Multi-family,34,False
Douglasville,1992,Single-family,204,False
Douglasville,1993,Multi-family,4,False
Douglasville,1993,Single-family,211,False
Douglasville,1994,Multi-family,100,False
Douglasville,1994,Single-family,174,False
Douglasville,1995,Multi-family,0,False
Douglasville,1995,Single-family,174,False
Douglasville,1996,Multi-family,310,False
Douglasville,1996,Single-family,193,False
Douglasville,1997,Multi-family,2,False
Douglasville,1997,Single-family,174,False
Douglasville,1998,Multi-family,174,False
Douglasville,1998,Single-family,194,False
Douglasville,1999,Multi-family,448,False
Douglasville,1999,Single-family,198,False
Douglasville,2000,Multi-family,11,False
Douglasville,2000,Single-family,221,False
Douglasville,2001,Multi-family,240,False
Douglasville,2001,Single-family,243,False
Douglasville,2002,Multi-family,1394,False
Douglasville,2002,Single-family,532,False
Douglasville,2003,Multi-family,0,False
Douglasville,2003,Single-family,467,False
Douglasville,2004,Multi-family,60,False
Douglasville,2004,Single-family,334,False
Douglasville,2005,Multi-family,0,False
Douglasville,2005,Single-family,386,False
Douglasville,2006,Multi-family,0,False
Douglasville,2006,Single-family,514,False
Douglasville,2007,Multi-family,0,False
Douglasville,2007,Single-family,262,False
Douglasville,2008,Multi-family,306,False
Douglasville,2008,Single-family,82,False
Douglasville,2009,Multi-family,0,False
Douglasville,2009,Single-family,23,False
Douglasville,2010,Multi-family,0,False
Douglasville,2010,Single-family,14,False
Douglasville,2011,Multi-family,0,False
Douglasville,2011,Single-family,11,False
Douglasville,2012,Multi-family,0,False
Douglasville,2012,Single-family,56,False
Douglasville,2013,Multi-family,0,False
Douglasville,2013,Single-family,81,False
Douglasville,2014,Multi-family,0,False
Douglasville,2014,Single-family,44,False
Douglasville,2015,Multi-family,0,False
Douglasville,2015,Single-family,55,False
Douglasville,2016,Multi-family,0,False
Douglasville,2016,Single-family,154,False
Douglasville,2017,Multi-family,0,False
Douglasville,2017,Single-family,177,False
Douglasville,2018,Multi-family,0,False
Douglasville,2018,Single-family,172,False
Douglasville,2019,Multi-family,0,False
Douglasville,2019,Single-family,220,False
Douglasville,2020,Multi-family,240,False
Douglasville,2020,Single-family,155,False
Douglasville,2021,Multi-family,1024,False
Douglasville,2021,Single-family,251,False
Douglasville,2022,Multi-family,291,False
Douglasville,2022,Single-family,166,False
Douglasville,2023,Multi-family,484,False
Douglasville,2023,Single-family,193,False
Douglasville,2024,Multi-family,106,False
Douglasville,2024,Single-family,244,False
Douglasville,2025,Multi-family,162,True
Douglasville,2025,Single-family,275,True
Douglasville,2026,Multi-family,0,True
Douglasville,2026,Single-family,2,True
Duluth,1980,Multi-family,0,False
Duluth,1980,Single-family,0,False
Duluth,1981,Multi-family,0,False
Duluth,1981,Single-family,0,False
Duluth,1982,Multi-family,0,False
Duluth,1982,Single-family,0,False
Duluth,1983,Multi-family,0,False
Duluth,1983,Single-family,0,False
Duluth,1984,Multi-family,0,False
Duluth,1984,Single-family,0,False
Duluth,1985,Multi-family,0,False
Duluth,1985,Single-family,0,False
Duluth,1986,Multi-family,0,False
Duluth,1986,Single-family,0,False
Duluth,1987,Multi-family,0,False
Duluth,1987,Single-family,0,False
Duluth,1988,Multi-family,0,False
Duluth,1988,Single-family,0,False
Duluth,1989,Multi-family,0,False
Duluth,1989,Single-family,0,False
Duluth,1990,Multi-family,0,False
Duluth,1990,Single-family,62,False
Duluth,1991,Multi-family,216,False
Duluth,1991,Single-family,169,False
Duluth,1992,Multi-family,0,False
Duluth,1992,Single-family,432,False
Duluth,1993,Multi-family,180,False
Duluth,1993,Single-family,428,False
Duluth,1994,Multi-family,0,False
Duluth,1994,Single-family,407,False
Duluth,1995,Multi-family,56,False
Duluth,1995,Single-family,457,False
Duluth,1996,Multi-family,70,False
Duluth,1996,Single-family,355,False
Duluth,1997,Multi-family,0,False
Duluth,1997,Single-family,385,False
Duluth,1998,Multi-family,0,False
Duluth,1998,Single-family,255,False
Duluth,1999,Multi-family,0,False
Duluth,1999,Single-family,169,False
Duluth,2000,Multi-family,0,False
Duluth,2000,Single-family,118,False
Duluth,2001,Multi-family,0,False
Duluth,2001,Single-family,187,False
Duluth,2002,Multi-family,165,False
Duluth,2002,Single-family,193,False
Duluth,2003,Multi-family,0,False
Duluth,2003,Single-family,93,False
Duluth,2004,Multi-family,0,False
Duluth,2004,Single-family,138,False
Duluth,2005,Multi-family,0,False
Duluth,2005,Single-family,517,False
Duluth,2006,Multi-family,0,False
Duluth,2006,Single-family,117,False
Duluth,2007,Multi-family,0,False
Duluth,2007,Single-family,66,False
Duluth,2008,Multi-family,0,False
Duluth,2008,Single-family,42,False
Duluth,2009,Multi-family,0,False
Duluth,2009,Single-family,15,False
Duluth,2010,Multi-family,0,False
Duluth,2010,Single-family,79,False
Duluth,2011,Multi-family,0,False
Duluth,2011,Single-family,46,False
Duluth,2012,Multi-family,0,False
Duluth,2012,Single-family,50,False
Duluth,2013,Multi-family,0,False
Duluth,2013,Single-family,62,False
Duluth,2014,Multi-family,0,False
Duluth,2014,Single-family,38,False
Duluth,2015,Multi-family,0,False
Duluth,2015,Single-family,47,False
Duluth,2016,Multi-family,0,False
Duluth,2016,Single-family,49,False
Duluth,2017,Multi-family,0,False
Duluth,2017,Single-family,55,False
Duluth,2018,Multi-family,0,False
Duluth,2018,Single-family,63,False
Duluth,2019,Multi-family,69,False
Duluth,2019,Single-family,32,False
Duluth,2020,Multi-family,27,False
Duluth,2020,Single-family,52,False
Duluth,2021,Multi-family,62,False
Duluth,2021,Single-family,55,False
Duluth,2022,Multi-family,0,False
Duluth,2022,Single-family,252,False
Duluth,2023,Multi-family,0,False
Duluth,2023,Single-family,245,False
Duluth,2024,Multi-family,0,False
Duluth,2024,Single-family,191,False
Duluth,2025,Multi-family,0,True
Duluth,2025,Single-family,176,True
Duluth,2026,Multi-family,0,True
Duluth,2026,Single-family,12,True
Dunwoody,1980,Multi-family,0,False
Dunwoody,1980,Single-family,0,False
Dunwoody,1981,Multi-family,0,False
Dunwoody,1981,Single-family,0,False
Dunwoody,1982,Multi-family,0,False
Dunwoody,1982,Single-family,0,False
Dunwoody,1983,Multi-family,0,False
Dunwoody,1983,Single-family,0,False
Dunwoody,1984,Multi-family,0,False
Dunwoody,1984,Single-family,0,False
Dunwoody,1985,Multi-family,0,False
Dunwoody,1985,Single-family,0,False
Dunwoody,1986,Multi-family,0,False
Dunwoody,1986,Single-family,0,False
Dunwoody,1987,Multi-family,0,False
Dunwoody,1987,Single-family,0,False
Dunwoody,1988,Multi-family,0,False
Dunwoody,1988,Single-family,0,False
Dunwoody,1989,Multi-family,0,False
Dunwoody,1989,Single-family,0,False
Dunwoody,1990,Multi-family,0,False
Dunwoody,1990,Single-family,0,False
Dunwoody,1991,Multi-family,0,False
Dunwoody,1991,Single-family,0,False
Dunwoody,1992,Multi-family,0,False
Dunwoody,1992,Single-family,0,False
Dunwoody,1993,Multi-family,0,False
Dunwoody,1993,Single-family,0,False
Dunwoody,1994,Multi-family,0,False
Dunwoody,1994,Single-family,0,False
Dunwoody,1995,Multi-family,0,False
Dunwoody,1995,Single-family,0,False
Dunwoody,1996,Multi-family,0,False
Dunwoody,1996,Single-family,0,False
Dunwoody,1997,Multi-family,0,False
Dunwoody,1997,Single-family,0,False
Dunwoody,1998,Multi-family,0,False
Dunwoody,1998,Single-family,0,False
Dunwoody,1999,Multi-family,0,False
Dunwoody,1999,Single-family,0,False
Dunwoody,2000,Multi-family,0,False
Dunwoody,2000,Single-family,0,False
Dunwoody,2001,Multi-family,0,False
Dunwoody,2001,Single-family,0,False
Dunwoody,2002,Multi-family,0,False
Dunwoody,2002,Single-family,0,False
Dunwoody,2003,Multi-family,0,False
Dunwoody,2003,Single-family,0,False
Dunwoody,2004,Multi-family,0,False
Dunwoody,2004,Single-family,0,False
Dunwoody,2005,Multi-family,0,False
Dunwoody,2005,Single-family,0,False
Dunwoody,2006,Multi-family,0,False
Dunwoody,2006,Single-family,0,False
Dunwoody,2007,Multi-family,0,False
Dunwoody,2007,Single-family,0,False
Dunwoody,2008,Multi-family,0,False
Dunwoody,2008,Single-family,0,False
Dunwoody,2009,Multi-family,0,False
Dunwoody,2009,Single-family,0,False
Dunwoody,2010,Multi-family,0,False
Dunwoody,2010,Single-family,1,False
Dunwoody,2011,Multi-family,0,False
Dunwoody,2011,Single-family,5,False
Dunwoody,2012,Multi-family,0,False
Dunwoody,2012,Single-family,15,False
Dunwoody,2013,Multi-family,0,False
Dunwoody,2013,Single-family,24,False
Dunwoody,2014,Multi-family,0,False
Dunwoody,2014,Single-family,40,False
Dunwoody,2015,Multi-family,0,False
Dunwoody,2015,Single-family,56,False
Dunwoody,2016,Multi-family,0,False
Dunwoody,2016,Single-family,87,False
Dunwoody,2017,Multi-family,0,False
Dunwoody,2017,Single-family,90,False
Dunwoody,2018,Multi-family,0,False
Dunwoody,2018,Single-family,63,False
Dunwoody,2019,Multi-family,0,False
Dunwoody,2019,Single-family,50,False
Dunwoody,2020,Multi-family,0,False
Dunwoody,2020,Single-family,53,False
Dunwoody,2021,Multi-family,598,False
Dunwoody,2021,Single-family,33,False
Dunwoody,2022,Multi-family,0,False
Dunwoody,2022,Single-family,11,False
Dunwoody,2023,Multi-family,0,False
Dunwoody,2023,Single-family,12,False
Dunwoody,2024,Multi-family,0,False
Dunwoody,2024,Single-family,12,False
Dunwoody,2025,Multi-family,0,True
Dunwoody,2025,Single-family,14,True
Dunwoody,2026,Multi-family,0,True
Dunwoody,2026,Single-family,1,True
East Point,1980,Multi-family,0,False
East Point,1980,Single-family,7,False
East Point,1981,Multi-family,7,False
East Point,1981,Single-family,1,False
East Point,1982,Multi-family,2,False
East Point,1982,Single-family,5,False
East Point,1983,Multi-family,4,False
East Point,1983,Single-family,10,False
East Point,1984,Multi-family,12,False
East Point,1984,Single-family,13,False
East Point,1985,Multi-family,6,False
East Point,1985,Single-family,6,False
East Point,1986,Multi-family,0,False
East Point,1986,Single-family,11,False
East Point,1987,Multi-family,0,False
East Point,1987,Single-family,8,False
East Point,1988,Multi-family,0,False
East Point,1988,Single-family,6,False
East Point,1989,Multi-family,0,False
East Point,1989,Single-family,11,False
East Point,1990,Multi-family,0,False
East Point,1990,Single-family,4,False
East Point,1991,Multi-family,0,False
East Point,1991,Single-family,7,False
East Point,1992,Multi-family,0,False
East Point,1992,Single-family,7,False
East Point,1993,Multi-family,4,False
East Point,1993,Single-family,6,False
East Point,1994,Multi-family,0,False
East Point,1994,Single-family,6,False
East Point,1995,Multi-family,0,False
East Point,1995,Single-family,15,False
East Point,1996,Multi-family,0,False
East Point,1996,Single-family,13,False
East Point,1997,Multi-family,0,False
East Point,1997,Single-family,14,False
East Point,1998,Multi-family,0,False
East Point,1998,Single-family,13,False
East Point,1999,Multi-family,0,False
East Point,1999,Single-family,12,False
East Point,2000,Multi-family,0,False
East Point,2000,Single-family,12,False
East Point,2001,Multi-family,0,False
East Point,2001,Single-family,17,False
East Point,2002,Multi-family,0,False
East Point,2002,Single-family,17,False
East Point,2003,Multi-family,0,False
East Point,2003,Single-family,19,False
East Point,2004,Multi-family,0,False
East Point,2004,Single-family,20,False
East Point,2005,Multi-family,0,False
East Point,2005,Single-family,639,False
East Point,2006,Multi-family,0,False
East Point,2006,Single-family,325,False
East Point,2007,Multi-family,0,False
East Point,2007,Single-family,150,False
East Point,2008,Multi-family,0,False
East Point,2008,Single-family,44,False
East Point,2009,Multi-family,0,False
East Point,2009,Single-family,63,False
East Point,2010,Multi-family,0,False
