City,Year,Series,Permits,provisional
Mountain View,1987,Multi-family,0,False
Mountain View,1987,Single-family,0,False
Mountain View,1988,Multi-family,0,False
Mountain View,1988,Single-family,0,False
Mountain View,1989,Multi-family,0,False
Mountain View,1989,Single-family,0,False
Mountain View,1990,Multi-family,0,False
Mountain View,1990,Single-family,0,False
Mountain View,1991,Multi-family,0,False
Mountain View,1991,Single-family,0,False
Mountain View,1992,Multi-family,0,False
Mountain View,1992,Single-family,0,False
Mountain View,1993,Multi-family,0,False
Mountain View,1993,Single-family,0,False
Mountain View,1994,Multi-family,0,False
Mountain View,1994,Single-family,0,False
Mountain View,1995,Multi-family,0,False
Mountain View,1995,Single-family,0,False
Mountain View,1996,Multi-family,0,False
Mountain View,1996,Single-family,0,False
Mountain View,1997,Multi-family,0,False
Mountain View,1997,Single-family,0,False
Mountain View,1998,Multi-family,0,False
Mountain View,1998,Single-family,0,False
Mountain View,1999,Multi-family,0,False
Mountain View,1999,Single-family,0,False
Mountain View,2000,Multi-family,0,False
Mountain View,2000,Single-family,0,False
Mountain View,2001,Multi-family,0,False
Mountain View,2001,Single-family,0,False
Mountain View,2002,Multi-family,0,False
Mountain View,2002,Single-family,0,False
Mountain View,2003,Multi-family,0,False
Mountain View,2003,Single-family,0,False
Mountain View,2004,Multi-family,0,False
Mountain View,2004,Single-family,0,False
Mountain View,2005,Multi-family,0,False
Mountain View,2005,Single-family,0,False
Mountain View,2006,Multi-family,0,False
Mountain View,2006,Single-family,0,False
Mountain View,2007,Multi-family,0,False
Mountain View,2007,Single-family,0,False
Mountain View,2008,Multi-family,0,False
Mountain View,2008,Single-family,0,False
Mountain View,2009,Multi-family,0,False
Mountain View,2009,Single-family,0,False
Mountain View,2010,Multi-family,0,False
Mountain View,2010,Single-family,0,False
Mountain View,2011,Multi-family,0,False
Mountain View,2011,Single-family,0,False
Mountain View,2012,Multi-family,0,False
Mountain View,2012,Single-family,0,False
Mountain View,2013,Multi-family,0,False
Mountain View,2013,Single-family,0,False
Mountain View,2014,Multi-family,0,False
Mountain View,2014,Single-family,0,False
Mountain View,2015,Multi-family,0,False
Mountain View,2015,Single-family,0,False
Mountain View,2016,Multi-family,0,False
Mountain View,2016,Single-family,0,False
Mountain View,2017,Multi-family,0,False
Mountain View,2017,Single-family,0,False
Mountain View,2018,Multi-family,0,False
Mountain View,2018,Single-family,0,False
Mountain View,2019,Multi-family,0,False
Mountain View,2019,Single-family,0,False
Mountain View,2020,Multi-family,0,False
Mountain View,2020,Single-family,0,False
Mountain View,2021,Multi-family,0,False
Mountain View,2021,Single-family,0,False
Mountain View,2022,Multi-family,0,False
Mountain View,2022,Single-family,0,False
Mountain View,2023,Multi-family,0,False
Mountain View,2023,Single-family,0,False
Nelson,2025,Multi-family,0,True
Nelson,2025,Single-family,3,True
Nelson,2026,Multi-family,0,True
Nelson,2026,Single-family,0,True
Norcross,1980,Multi-family,0,False
Norcross,1980,Single-family,0,False
Norcross,1981,Multi-family,198,False
Norcross,1981,Single-family,55,False
Norcross,1982,Multi-family,196,False
Norcross,1982,Single-family,52,False
Norcross,1983,Multi-family,95,False
Norcross,1983,Single-family,16,False
Norcross,1984,Multi-family,137,False
Norcross,1984,Single-family,11,False
Norcross,1985,Multi-family,0,False
Norcross,1985,Single-family,14,False
Norcross,1986,Multi-family,0,False
Norcross,1986,Single-family,28,False
Norcross,1987,Multi-family,0,False
Norcross,1987,Single-family,48,False
Norcross,1988,Multi-family,0,False
Norcross,1988,Single-family,9,False
Norcross,1989,Multi-family,0,False
Norcross,1989,Single-family,10,False
Norcross,1990,Multi-family,0,False
Norcross,1990,Single-family,2,False
Norcross,1991,Multi-family,0,False
Norcross,1991,Single-family,2,False
Norcross,1992,Multi-family,0,False
Norcross,1992,Single-family,13,False
Norcross,1993,Multi-family,0,False
Norcross,1993,Single-family,28,False
Norcross,1994,Multi-family,0,False
Norcross,1994,Single-family,31,False
Norcross,1995,Multi-family,0,False
Norcross,1995,Single-family,10,False
Norcross,1996,Multi-family,0,False
Norcross,1996,Single-family,3,False
Norcross,1997,Multi-family,4,False
Norcross,1997,Single-family,163,False
Norcross,1998,Multi-family,46,False
Norcross,1998,Single-family,119,False
Norcross,1999,Multi-family,0,False
Norcross,1999,Single-family,8,False
Norcross,2000,Multi-family,0,False
Norcross,2000,Single-family,27,False
Norcross,2001,Multi-family,168,False
Norcross,2001,Single-family,121,False
Norcross,2002,Multi-family,27,False
Norcross,2002,Single-family,45,False
Norcross,2003,Multi-family,0,False
Norcross,2003,Single-family,67,False
Norcross,2004,Multi-family,8,False
Norcross,2004,Single-family,138,False
Norcross,2005,Multi-family,0,False
Norcross,2005,Single-family,61,False
Norcross,2006,Multi-family,44,False
Norcross,2006,Single-family,119,False
Norcross,2007,Multi-family,8,False
Norcross,2007,Single-family,79,False
Norcross,2008,Multi-family,0,False
Norcross,2008,Single-family,19,False
Norcross,2009,Multi-family,0,False
Norcross,2009,Single-family,22,False
Norcross,2010,Multi-family,0,False
Norcross,2010,Single-family,21,False
Norcross,2011,Multi-family,0,False
Norcross,2011,Single-family,6,False
Norcross,2012,Multi-family,0,False
Norcross,2012,Single-family,33,False
Norcross,2013,Multi-family,0,False
Norcross,2013,Single-family,22,False
Norcross,2014,Multi-family,0,False
Norcross,2014,Single-family,49,False
Norcross,2015,Multi-family,0,False
Norcross,2015,Single-family,51,False
Norcross,2016,Multi-family,0,False
Norcross,2016,Single-family,37,False
Norcross,2017,Multi-family,0,False
Norcross,2017,Single-family,19,False
Norcross,2018,Multi-family,0,False
Norcross,2018,Single-family,26,False
Norcross,2019,Multi-family,483,False
Norcross,2019,Single-family,51,False
Norcross,2020,Multi-family,0,False
Norcross,2020,Single-family,78,False
Norcross,2021,Multi-family,0,False
Norcross,2021,Single-family,48,False
Norcross,2022,Multi-family,160,False
Norcross,2022,Single-family,21,False
Norcross,2023,Multi-family,280,False
Norcross,2023,Single-family,6,False
Norcross,2024,Multi-family,70,False
Norcross,2024,Single-family,6,False
Norcross,2025,Multi-family,17,True
Norcross,2025,Single-family,3,True
Norcross,2026,Multi-family,0,True
Norcross,2026,Single-family,0,True
Palmetto,1980,Multi-family,0,False
Palmetto,1980,Single-family,21,False
Palmetto,1981,Multi-family,0,False
Palmetto,1981,Single-family,22,False
Palmetto,1982,Multi-family,4,False
Palmetto,1982,Single-family,3,False
Palmetto,1983,Multi-family,16,False
Palmetto,1983,Single-family,9,False
Palmetto,1984,Multi-family,26,False
Palmetto,1984,Single-family,16,False
Palmetto,1985,Multi-family,30,False
Palmetto,1985,Single-family,22,False
Palmetto,1986,Multi-family,42,False
Palmetto,1986,Single-family,10,False
Palmetto,1987,Multi-family,2,False
Palmetto,1987,Single-family,37,False
Palmetto,1988,Multi-family,0,False
Palmetto,1988,Single-family,19,False
Palmetto,1989,Multi-family,2,False
Palmetto,1989,Single-family,17,False
Palmetto,1990,Multi-family,0,False
Palmetto,1990,Single-family,5,False
Palmetto,1991,Multi-family,0,False
Palmetto,1991,Single-family,8,False
Palmetto,1992,Multi-family,0,False
Palmetto,1992,Single-family,4,False
Palmetto,1993,Multi-family,0,False
Palmetto,1993,Single-family,8,False
Palmetto,1994,Multi-family,0,False
Palmetto,1994,Single-family,5,False
Palmetto,1995,Multi-family,0,False
Palmetto,1995,Single-family,13,False
Palmetto,1996,Multi-family,0,False
Palmetto,1996,Single-family,18,False
Palmetto,1997,Multi-family,0,False
Palmetto,1997,Single-family,17,False
Palmetto,1998,Multi-family,120,False
Palmetto,1998,Single-family,7,False
Palmetto,1999,Multi-family,0,False
Palmetto,1999,Single-family,35,False
Palmetto,2000,Multi-family,0,False
Palmetto,2000,Single-family,33,False
Palmetto,2001,Multi-family,0,False
Palmetto,2001,Single-family,54,False
Palmetto,2002,Multi-family,0,False
Palmetto,2002,Single-family,93,False
Palmetto,2003,Multi-family,2,False
Palmetto,2003,Single-family,152,False
Palmetto,2004,Multi-family,126,False
Palmetto,2004,Single-family,92,False
Palmetto,2005,Multi-family,0,False
Palmetto,2005,Single-family,65,False
Palmetto,2006,Multi-family,0,False
Palmetto,2006,Single-family,33,False
Palmetto,2007,Multi-family,0,False
Palmetto,2007,Single-family,25,False
Palmetto,2008,Multi-family,0,False
Palmetto,2008,Single-family,15,False
Palmetto,2009,Multi-family,0,False
Palmetto,2009,Single-family,3,False
Palmetto,2010,Multi-family,0,False
Palmetto,2010,Single-family,2,False
Palmetto,2011,Multi-family,0,False
Palmetto,2011,Single-family,0,False
Palmetto,2012,Multi-family,0,False
Palmetto,2012,Single-family,0,False
Palmetto,2013,Multi-family,0,False
Palmetto,2013,Single-family,0,False
Palmetto,2014,Multi-family,0,False
Palmetto,2014,Single-family,4,False
Palmetto,2015,Multi-family,0,False
Palmetto,2015,Single-family,4,False
Palmetto,2016,Multi-family,0,False
Palmetto,2016,Single-family,11,False
Palmetto,2017,Multi-family,0,False
Palmetto,2017,Single-family,21,False
Palmetto,2018,Multi-family,0,False
Palmetto,2018,Single-family,68,False
Palmetto,2019,Multi-family,0,False
Palmetto,2019,Single-family,49,False
Palmetto,2020,Multi-family,0,False
Palmetto,2020,Single-family,16,False
Palmetto,2021,Multi-family,0,False
Palmetto,2021,Single-family,13,False
Palmetto,2022,Multi-family,0,False
Palmetto,2022,Single-family,13,False
Palmetto,2023,Multi-family,0,False
Palmetto,2023,Single-family,88,False
Palmetto,2024,Multi-family,0,False
Palmetto,2024,Single-family,59,False
Palmetto,2025,Multi-family,0,True
Palmetto,2025,Single-family,43,True
Palmetto,2026,Multi-family,0,True
Palmetto,2026,Single-family,0,True
Peachtree City,1980,Multi-family,22,False
Peachtree City,1980,Single-family,232,False
Peachtree City,1981,Multi-family,12,False
Peachtree City,1981,Single-family,206,False
Peachtree City,1982,Multi-family,18,False
Peachtree City,1982,Single-family,287,False
Peachtree City,1983,Multi-family,78,False
Peachtree City,1983,Single-family,322,False
Peachtree City,1984,Multi-family,64,False
Peachtree City,1984,Single-family,270,False
Peachtree City,1985,Multi-family,14,False
Peachtree City,1985,Single-family,551,False
Peachtree City,1986,Multi-family,93,False
Peachtree City,1986,Single-family,544,False
Peachtree City,1987,Multi-family,0,False
Peachtree City,1987,Single-family,719,False
Peachtree City,1988,Multi-family,0,False
Peachtree City,1988,Single-family,556,False
Peachtree City,1989,Multi-family,312,False
Peachtree City,1989,Single-family,439,False
Peachtree City,1990,Multi-family,0,False
Peachtree City,1990,Single-family,359,False
Peachtree City,1991,Multi-family,0,False
Peachtree City,1991,Single-family,404,False
Peachtree City,1992,Multi-family,0,False
Peachtree City,1992,Single-family,399,False
Peachtree City,1993,Multi-family,196,False
Peachtree City,1993,Single-family,482,False
Peachtree City,1994,Multi-family,52,False
Peachtree City,1994,Single-family,510,False
Peachtree City,1995,Multi-family,0,False
Peachtree City,1995,Single-family,510,False
Peachtree City,1996,Multi-family,312,False
Peachtree City,1996,Single-family,500,False
Peachtree City,1997,Multi-family,38,False
Peachtree City,1997,Single-family,354,False
Peachtree City,1998,Multi-family,14,False
Peachtree City,1998,Single-family,293,False
Peachtree City,1999,Multi-family,0,False
Peachtree City,1999,Single-family,264,False
Peachtree City,2000,Multi-family,0,False
Peachtree City,2000,Single-family,131,False
Peachtree City,2001,Multi-family,0,False
Peachtree City,2001,Single-family,186,False
Peachtree City,2002,Multi-family,0,False
Peachtree City,2002,Single-family,239,False
Peachtree City,2003,Multi-family,0,False
Peachtree City,2003,Single-family,300,False
Peachtree City,2004,Multi-family,5,False
Peachtree City,2004,Single-family,202,False
Peachtree City,2005,Multi-family,0,False
Peachtree City,2005,Single-family,155,False
Peachtree City,2006,Multi-family,0,False
Peachtree City,2006,Single-family,106,False
Peachtree City,2007,Multi-family,145,False
Peachtree City,2007,Single-family,73,False
Peachtree City,2008,Multi-family,5,False
Peachtree City,2008,Single-family,36,False
Peachtree City,2009,Multi-family,0,False
Peachtree City,2009,Single-family,32,False
Peachtree City,2010,Multi-family,0,False
Peachtree City,2010,Single-family,15,False
Peachtree City,2011,Multi-family,0,False
Peachtree City,2011,Single-family,15,False
Peachtree City,2012,Multi-family,8,False
Peachtree City,2012,Single-family,21,False
Peachtree City,2013,Multi-family,0,False
Peachtree City,2013,Single-family,25,False
Peachtree City,2014,Multi-family,0,False
Peachtree City,2014,Single-family,39,False
Peachtree City,2015,Multi-family,0,False
Peachtree City,2015,Single-family,36,False
Peachtree City,2016,Multi-family,0,False
Peachtree City,2016,Single-family,87,False
Peachtree City,2017,Multi-family,0,False
Peachtree City,2017,Single-family,282,False
Peachtree City,2018,Multi-family,0,False
Peachtree City,2018,Single-family,230,False
Peachtree City,2019,Multi-family,0,False
Peachtree City,2019,Single-family,181,False
Peachtree City,2020,Multi-family,17,False
Peachtree City,2020,Single-family,216,False
Peachtree City,2021,Multi-family,25,False
Peachtree City,2021,Single-family,344,False
Peachtree City,2022,Multi-family,0,False
Peachtree City,2022,Single-family,281,False
Peachtree City,2023,Multi-family,0,False
Peachtree City,2023,Single-family,115,False
Peachtree City,2024,Multi-family,0,False
Peachtree City,2024,Single-family,163,False
Peachtree City,2025,Multi-family,0,True
Peachtree City,2025,Single-family,121,True
Peachtree City,2026,Multi-family,0,True
Peachtree City,2026,Single-family,11,True
Peachtree Corners,1980,Multi-family,0,False
Peachtree Corners,1980,Single-family,0,False
Peachtree Corners,1981,Multi-family,0,False
Peachtree Corners,1981,Single-family,0,False
Peachtree Corners,1982,Multi-family,0,False
Peachtree Corners,1982,Single-family,0,False
Peachtree Corners,1983,Multi-family,0,False
Peachtree Corners,1983,Single-family,0,False
Peachtree Corners,1984,Multi-family,0,False
Peachtree Corners,1984,Single-family,0,False
Peachtree Corners,1985,Multi-family,0,False
Peachtree Corners,1985,Single-family,0,False
Peachtree Corners,1986,Multi-family,0,False
Peachtree Corners,1986,Single-family,0,False
Peachtree Corners,1987,Multi-family,0,False
Peachtree Corners,1987,Single-family,0,False
Peachtree Corners,1988,Multi-family,0,False
Peachtree Corners,1988,Single-family,0,False
Peachtree Corners,1989,Multi-family,0,False
Peachtree Corners,1989,Single-family,0,False
Peachtree Corners,1990,Multi-family,0,False
Peachtree Corners,1990,Single-family,0,False
Peachtree Corners,1991,Multi-family,0,False
Peachtree Corners,1991,Single-family,0,False
Peachtree Corners,1992,Multi-family,0,False
Peachtree Corners,1992,Single-family,0,False
Peachtree Corners,1993,Multi-family,0,False
Peachtree Corners,1993,Single-family,0,False
Peachtree Corners,1994,Multi-family,0,False
Peachtree Corners,1994,Single-family,0,False
Peachtree Corners,1995,Multi-family,0,False
Peachtree Corners,1995,Single-family,0,False
Peachtree Corners,1996,Multi-family,0,False
Peachtree Corners,1996,Single-family,0,False
Peachtree Corners,1997,Multi-family,0,False
Peachtree Corners,1997,Single-family,0,False
Peachtree Corners,1998,Multi-family,0,False
Peachtree Corners,1998,Single-family,0,False
Peachtree Corners,1999,Multi-family,0,False
Peachtree Corners,1999,Single-family,0,False
Peachtree Corners,2000,Multi-family,0,False
Peachtree Corners,2000,Single-family,0,False
Peachtree Corners,2001,Multi-family,0,False
Peachtree Corners,2001,Single-family,0,False
Peachtree Corners,2002,Multi-family,0,False
Peachtree Corners,2002,Single-family,0,False
Peachtree Corners,2003,Multi-family,0,False
Peachtree Corners,2003,Single-family,0,False
Peachtree Corners,2004,Multi-family,0,False
Peachtree Corners,2004,Single-family,0,False
Peachtree Corners,2005,Multi-family,0,False
Peachtree Corners,2005,Single-family,0,False
Peachtree Corners,2006,Multi-family,0,False
Peachtree Corners,2006,Single-family,0,False
Peachtree Corners,2007,Multi-family,0,False
Peachtree Corners,2007,Single-family,0,False
Peachtree Corners,2008,Multi-family,0,False
Peachtree Corners,2008,Single-family,0,False
Peachtree Corners,2009,Multi-family,0,False
Peachtree Corners,2009,Single-family,0,False
Peachtree Corners,2010,Multi-family,0,False
Peachtree Corners,2010,Single-family,0,False
Peachtree Corners,2011,Multi-family,0,False
Peachtree Corners,2011,Single-family,0,False
Peachtree Corners,2012,Multi-family,0,False
Peachtree Corners,2012,Single-family,0,False
Peachtree Corners,2013,Multi-family,0,False
Peachtree Corners,2013,Single-family,0,False
Peachtree Corners,2014,Multi-family,0,False
Peachtree Corners,2014,Single-family,0,False
Peachtree Corners,2015,Multi-family,0,False
Peachtree Corners,2015,Single-family,0,False
Peachtree Corners,2016,Multi-family,0,False
Peachtree Corners,2016,Single-family,0,False
Peachtree Corners,2017,Multi-family,0,False
Peachtree Corners,2017,Single-family,4,False
Peachtree Corners,2018,Multi-family,0,False
Peachtree Corners,2018,Single-family,25,False
Peachtree Corners,2019,Multi-family,0,False
Peachtree Corners,2019,Single-family,105,False
Peachtree Corners,2020,Multi-family,0,False
Peachtree Corners,2020,Single-family,57,False
Peachtree Corners,2021,Multi-family,0,False
Peachtree Corners,2021,Single-family,76,False
Peachtree Corners,2022,Multi-family,0,False
Peachtree Corners,2022,Single-family,161,False
Peachtree Corners,2023,Multi-family,12,False
Peachtree Corners,2023,Single-family,121,False
Peachtree Corners,2024,Multi-family,0,False
Peachtree Corners,2024,Single-family,10,False
Peachtree Corners,2025,Multi-family,0,True
Peachtree Corners,2025,Single-family,44,True
Peachtree Corners,2026,Multi-family,0,True
Peachtree Corners,2026,Single-family,8,True
Pine Lake,1980,Multi-family,0,False
Pine Lake,1980,Single-family,0,False
Pine Lake,1981,Multi-family,0,False
Pine Lake,1981,Single-family,0,False
Pine Lake,1982,Multi-family,0,False
Pine Lake,1982,Single-family,0,False
Pine Lake,1983,Multi-family,0,False
Pine Lake,1983,Single-family,0,False
Pine Lake,1984,Multi-family,0,False
Pine Lake,1984,Single-family,0,False
Pine Lake,1985,Multi-family,0,False
Pine Lake,1985,Single-family,0,False
Pine Lake,1986,Multi-family,0,False
Pine Lake,1986,Single-family,0,False
Pine Lake,1987,Multi-family,0,False
Pine Lake,1987,Single-family,0,False
Pine Lake,1988,Multi-family,0,False
Pine Lake,1988,Single-family,0,False
Pine Lake,1989,Multi-family,0,False
Pine Lake,1989,Single-family,0,False
Pine Lake,1990,Multi-family,0,False
Pine Lake,1990,Single-family,0,False
Pine Lake,1991,Multi-family,0,False
Pine Lake,1991,Single-family,0,False
Pine Lake,1992,Multi-family,0,False
Pine Lake,1992,Single-family,0,False
Pine Lake,1993,Multi-family,0,False
Pine Lake,1993,Single-family,0,False
Pine Lake,1994,Multi-family,0,False
Pine Lake,1994,Single-family,0,False
Pine Lake,1995,Multi-family,0,False
Pine Lake,1995,Single-family,0,False
Pine Lake,1996,Multi-family,0,False
Pine Lake,1996,Single-family,0,False
Pine Lake,1997,Multi-family,0,False
Pine Lake,1997,Single-family,0,False
Pine Lake,1998,Multi-family,0,False
Pine Lake,1998,Single-family,0,False
Pine Lake,1999,Multi-family,0,False
Pine Lake,1999,Single-family,0,False
Pine Lake,2000,Multi-family,0,False
Pine Lake,2000,Single-family,0,False
Pine Lake,2001,Multi-family,0,False
Pine Lake,2001,Single-family,0,False
Pine Lake,2002,Multi-family,0,False
Pine Lake,2002,Single-family,0,False
Pine Lake,2003,Multi-family,0,False
Pine Lake,2003,Single-family,3,False
Pine Lake,2004,Multi-family,0,False
Pine Lake,2004,Single-family,2,False
Pine Lake,2005,Multi-family,0,False
Pine Lake,2005,Single-family,4,False
Pine Lake,2006,Multi-family,0,False
Pine Lake,2006,Single-family,1,False
Pine Lake,2007,Multi-family,0,False
Pine Lake,2007,Single-family,4,False
Pine Lake,2008,Multi-family,0,False
Pine Lake,2008,Single-family,0,False
Pine Lake,2009,Multi-family,0,False
Pine Lake,2009,Single-family,1,False
Pine Lake,2010,Multi-family,0,False
Pine Lake,2010,Single-family,1,False
Pine Lake,2011,Multi-family,0,False
Pine Lake,2011,Single-family,0,False
Pine Lake,2012,Multi-family,0,False
Pine Lake,2012,Single-family,0,False
Pine Lake,2013,Multi-family,0,False
Pine Lake,2013,Single-family,0,False
Pine Lake,2014,Multi-family,0,False
Pine Lake,2014,Single-family,0,False
Pine Lake,2015,Multi-family,0,False
Pine Lake,2015,Single-family,0,False
Pine Lake,2016,Multi-family,0,False
Pine Lake,2016,Single-family,0,False
Pine Lake,2017,Multi-family,0,False
Pine Lake,2017,Single-family,1,False
Pine Lake,2018,Multi-family,0,False
Pine Lake,2018,Single-family,0,False
Pine Lake,2019,Multi-family,0,False
Pine Lake,2019,Single-family,0,False
Pine Lake,2020,Multi-family,0,False
Pine Lake,2020,Single-family,1,False
Pine Lake,2021,Multi-family,0,False
Pine Lake,2021,Single-family,0,False
Pine Lake,2022,Multi-family,0,False
Pine Lake,2022,Single-family,1,False
Pine Lake,2023,Multi-family,0,False
Pine Lake,2023,Single-family,2,False
Pine Lake,2024,Multi-family,0,False
Pine Lake,2024,Single-family,1,False
Pine Lake,2025,Multi-family,0,True
Pine Lake,2025,Single-family,1,True
Pine Lake,2026,Multi-family,0,True
Pine Lake,2026,Single-family,0,True
Powder Springs,1980,Multi-family,0,False
Powder Springs,1980,Single-family,67,False
Powder Springs,1981,Multi-family,0,False
Powder Springs,1981,Single-family,10,False
Powder Springs,1982,Multi-family,8,False
Powder Springs,1982,Single-family,58,False
Powder Springs,1983,Multi-family,6,False
Powder Springs,1983,Single-family,114,False
Powder Springs,1984,Multi-family,32,False
Powder Springs,1984,Single-family,146,False
Powder Springs,1985,Multi-family,66,False
Powder Springs,1985,Single-family,181,False
Powder Springs,1986,Multi-family,42,False
Powder Springs,1986,Single-family,143,False
Powder Springs,1987,Multi-family,60,False
Powder Springs,1987,Single-family,132,False
Powder Springs,1988,Multi-family,0,False
Powder Springs,1988,Single-family,235,False
Powder Springs,1989,Multi-family,0,False
Powder Springs,1989,Single-family,215,False
Powder Springs,1990,Multi-family,0,False
Powder Springs,1990,Single-family,194,False
Powder Springs,1991,Multi-family,0,False
Powder Springs,1991,Single-family,211,False
Powder Springs,1992,Multi-family,0,False
Powder Springs,1992,Single-family,163,False
Powder Springs,1993,Multi-family,0,False
Powder Springs,1993,Single-family,104,False
Powder Springs,1994,Multi-family,0,False
Powder Springs,1994,Single-family,153,False
Powder Springs,1995,Multi-family,0,False
Powder Springs,1995,Single-family,139,False
Powder Springs,1996,Multi-family,0,False
Powder Springs,1996,Single-family,144,False
Powder Springs,1997,Multi-family,0,False
Powder Springs,1997,Single-family,162,False
Powder Springs,1998,Multi-family,0,False
Powder Springs,1998,Single-family,102,False
Powder Springs,1999,Multi-family,0,False
Powder Springs,1999,Single-family,124,False
Powder Springs,2000,Multi-family,0,False
Powder Springs,2000,Single-family,109,False
Powder Springs,2001,Multi-family,0,False
Powder Springs,2001,Single-family,117,False
Powder Springs,2002,Multi-family,0,False
Powder Springs,2002,Single-family,238,False
Powder Springs,2003,Multi-family,0,False
Powder Springs,2003,Single-family,170,False
Powder Springs,2004,Multi-family,0,False
Powder Springs,2004,Single-family,135,False
Powder Springs,2005,Multi-family,0,False
Powder Springs,2005,Single-family,136,False
Powder Springs,2006,Multi-family,0,False
Powder Springs,2006,Single-family,129,False
Powder Springs,2007,Multi-family,0,False
Powder Springs,2007,Single-family,86,False
Powder Springs,2008,Multi-family,0,False
Powder Springs,2008,Single-family,49,False
Powder Springs,2009,Multi-family,0,False
Powder Springs,2009,Single-family,5,False
Powder Springs,2010,Multi-family,0,False
Powder Springs,2010,Single-family,23,False
Powder Springs,2011,Multi-family,0,False
Powder Springs,2011,Single-family,0,False
Powder Springs,2012,Multi-family,0,False
Powder Springs,2012,Single-family,22,False
Powder Springs,2013,Multi-family,0,False
Powder Springs,2013,Single-family,16,False
Powder Springs,2014,Multi-family,0,False
Powder Springs,2014,Single-family,54,False
Powder Springs,2015,Multi-family,0,False
Powder Springs,2015,Single-family,54,False
Powder Springs,2016,Multi-family,0,False
Powder Springs,2016,Single-family,51,False
Powder Springs,2017,Multi-family,0,False
Powder Springs,2017,Single-family,162,False
Powder Springs,2018,Multi-family,0,False
Powder Springs,2018,Single-family,187,False
Powder Springs,2019,Multi-family,0,False
Powder Springs,2019,Single-family,63,False
Powder Springs,2020,Multi-family,0,False
Powder Springs,2020,Single-family,111,False
Powder Springs,2021,Multi-family,0,False
Powder Springs,2021,Single-family,118,False
Powder Springs,2022,Multi-family,526,False
Powder Springs,2022,Single-family,86,False
Powder Springs,2023,Multi-family,83,False
Powder Springs,2023,Single-family,140,False
Powder Springs,2024,Multi-family,304,False
Powder Springs,2024,Single-family,184,False
Powder Springs,2025,Multi-family,193,True
Powder Springs,2025,Single-family,160,True
Powder Springs,2026,Multi-family,31,True
Powder Springs,2026,Single-family,12,True
Rest Haven,1980,Multi-family,0,False
Rest Haven,1980,Single-family,0,False
Rest Haven,1981,Multi-family,0,False
Rest Haven,1981,Single-family,0,False
Rest Haven,1982,Multi-family,0,False
Rest Haven,1982,Single-family,0,False
Rest Haven,1983,Multi-family,0,False
Rest Haven,1983,Single-family,1,False
Rest Haven,1984,Multi-family,0,False
Rest Haven,1984,Single-family,1,False
Rest Haven,1985,Multi-family,0,False
Rest Haven,1985,Single-family,0,False
Rest Haven,1986,Multi-family,0,False
Rest Haven,1986,Single-family,0,False
Rest Haven,1987,Multi-family,0,False
Rest Haven,1987,Single-family,0,False
Rest Haven,1988,Multi-family,0,False
Rest Haven,1988,Single-family,0,False
Rest Haven,1989,Multi-family,0,False
Rest Haven,1989,Single-family,0,False
Rest Haven,1990,Multi-family,0,False
Rest Haven,1990,Single-family,0,False
Rest Haven,1991,Multi-family,0,False
Rest Haven,1991,Single-family,0,False
Rest Haven,1992,Multi-family,0,False
Rest Haven,1992,Single-family,0,False
Rest Haven,1993,Multi-family,0,False
Rest Haven,1993,Single-family,0,False
Rest Haven,1994,Multi-family,0,False
Rest Haven,1994,Single-family,0,False
Rest Haven,1995,Multi-family,0,False
Rest Haven,1995,Single-family,1,False
Rest Haven,1996,Multi-family,0,False
Rest Haven,1996,Single-family,1,False
Rest Haven,1997,Multi-family,0,False
Rest Haven,1997,Single-family,0,False
Rest Haven,1998,Multi-family,0,False
Rest Haven,1998,Single-family,0,False
Rest Haven,1999,Multi-family,0,False
Rest Haven,1999,Single-family,0,False
Rest Haven,2000,Multi-family,0,False
Rest Haven,2000,Single-family,0,False
Rest Haven,2001,Multi-family,0,False
Rest Haven,2001,Single-family,0,False
Rest Haven,2002,Multi-family,0,False
Rest Haven,2002,Single-family,0,False
Rest Haven,2003,Multi-family,0,False
Rest Haven,2003,Single-family,0,False
Rest Haven,2004,Multi-family,0,False
Rest Haven,2004,Single-family,0,False
Rest Haven,2005,Multi-family,0,False
Rest Haven,2005,Single-family,0,False
Rest Haven,2006,Multi-family,0,False
Rest Haven,2006,Single-family,0,False
Rest Haven,2007,Multi-family,0,False
Rest Haven,2007,Single-family,0,False
Rest Haven,2008,Multi-family,0,False
Rest Haven,2008,Single-family,0,False
Rest Haven,2009,Multi-family,0,False
Rest Haven,2009,Single-family,0,False
Rest Haven,2010,Multi-family,0,False
Rest Haven,2010,Single-family,0,False
Rest Haven,2011,Multi-family,0,False
Rest Haven,2011,Single-family,0,False
Rest Haven,2012,Multi-family,0,False
Rest Haven,2012,Single-family,0,False
Rest Haven,2013,Multi-family,0,False
Rest Haven,2013,Single-family,0,False
Rest Haven,2014,Multi-family,0,False
Rest Haven,2014,Single-family,0,False
Rest Haven,2015,Multi-family,0,False
Rest Haven,2015,Single-family,0,False
Rest Haven,2016,Multi-family,0,False
Rest Haven,2016,Single-family,0,False
Rest Haven,2017,Multi-family,0,False
Rest Haven,2017,Single-family,0,False
Rest Haven,2018,Multi-family,0,False
Rest Haven,2018,Single-family,0,False
Rest Haven,2019,Multi-family,0,False
Rest Haven,2019,Single-family,0,False
Rest Haven,2020,Multi-family,0,False
Rest Haven,2020,Single-family,0,False
Rest Haven,2021,Multi-family,0,False
Rest Haven,2021,Single-family,0,False
