city,month_year,date,Series,Permits
Forest Park,Apr 2024,2024-04-01,Multi-Family,0.0
Forest Park,Apr 2024,2024-04-01,Single-Family,2.0
Forest Park,May 2024,2024-05-01,Multi-Family,0.0
Forest Park,May 2024,2024-05-01,Single-Family,2.0
Forest Park,Jun 2024,2024-06-01,Multi-Family,0.0
Forest Park,Jun 2024,2024-06-01,Single-Family,1.0
Forest Park,Jul 2024,2024-07-01,Multi-Family,0.0
Forest Park,Jul 2024,2024-07-01,Single-Family,1.0
Forest Park,Aug 2024,2024-08-01,Multi-Family,0.0
Forest Park,Aug 2024,2024-08-01,Single-Family,2.0
Forest Park,Sep 2024,2024-09-01,Multi-Family,0.0
Forest Park,Sep 2024,2024-09-01,Single-Family,2.0
Grayson,Apr 2023,2023-04-01,Multi-Family,0.0
Grayson,Apr 2023,2023-04-01,Single-Family,11.0
Grayson,May 2023,2023-05-01,Multi-Family,0.0
Grayson,May 2023,2023-05-01,Single-Family,13.0
Grayson,Jun 2023,2023-06-01,Multi-Family,0.0
Grayson,Jun 2023,2023-06-01,Single-Family,1.0
Grayson,Jul 2023,2023-07-01,Multi-Family,0.0
Grayson,Jul 2023,2023-07-01,Single-Family,7.0
Grayson,Aug 2023,2023-08-01,Multi-Family,0.0
Grayson,Aug 2023,2023-08-01,Single-Family,11.0
Grayson,Sep 2023,2023-09-01,Multi-Family,0.0
Grayson,Sep 2023,2023-09-01,Single-Family,20.0
Grayson,Oct 2023,2023-10-01,Multi-Family,0.0
Grayson,Oct 2023,2023-10-01,Single-Family,3.0
Grayson,Nov 2023,2023-11-01,Multi-Family,0.0
Grayson,Nov 2023,2023-11-01,Single-Family,0.0
Grayson,Dec 2023,2023-12-01,Multi-Family,0.0
Grayson,Dec 2023,2023-12-01,Single-Family,0.0
Grayson,Jan 2024,2024-01-01,Multi-Family,0.0
Grayson,Jan 2024,2024-01-01,Single-Family,13.0
Grayson,Feb 2024,2024-02-01,Multi-Family,0.0
Grayson,Feb 2024,2024-02-01,Single-Family,11.0
Grayson,Mar 2024,2024-03-01,Multi-Family,0.0
Grayson,Mar 2024,2024-03-01,Single-Family,18.0
Grayson,Apr 2024,2024-04-01,Multi-Family,0.0
Grayson,Apr 2024,2024-04-01,Single-Family,20.0
Grayson,May 2024,2024-05-01,Multi-Family,0.0
Grayson,May 2024,2024-05-01,Single-Family,13.0
Grayson,Jun 2024,2024-06-01,Multi-Family,0.0
Grayson,Jun 2024,2024-06-01,Single-Family,12.0
Grayson,Jul 2024,2024-07-01,Multi-Family,0.0
Grayson,Jul 2024,2024-07-01,Single-Family,0.0
Grayson,Aug 2024,2024-08-01,Multi-Family,0.0
Grayson,Aug 2024,2024-08-01,Single-Family,0.0
Grayson,Sep 2024,2024-09-01,Multi-Family,0.0
Grayson,Sep 2024,2024-09-01,Single-Family,0.0
Hampton,Apr 2023,2023-04-01,Multi-Family,0.0
Hampton,Apr 2023,2023-04-01,Single-Family,0.0
Hampton,May 2023,2023-05-01,Multi-Family,0.0
Hampton,May 2023,2023-05-01,Single-Family,11.0
Hampton,Jun 2023,2023-06-01,Multi-Family,0.0
Hampton,Jun 2023,2023-06-01,Single-Family,0.0
Hampton,Jul 2023,2023-07-01,Multi-Family,0.0
Hampton,Jul 2023,2023-07-01,Single-Family,0.0
Hampton,Aug 2023,2023-08-01,Multi-Family,0.0
Hampton,Aug 2023,2023-08-01,Single-Family,1.0
Hampton,Sep 2023,2023-09-01,Multi-Family,0.0
Hampton,Sep 2023,2023-09-01,Single-Family,3.0
Hampton,Oct 2023,2023-10-01,Multi-Family,0.0
Hampton,Oct 2023,2023-10-01,Single-Family,2.0
Hampton,Nov 2023,2023-11-01,Multi-Family,0.0
Hampton,Nov 2023,2023-11-01,Single-Family,2.0
Hampton,Dec 2023,2023-12-01,Multi-Family,0.0
Hampton,Dec 2023,2023-12-01,Single-Family,0.0
Hampton,Jan 2024,2024-01-01,Multi-Family,0.0
Hampton,Jan 2024,2024-01-01,Single-Family,0.0
Hampton,Feb 2024,2024-02-01,Multi-Family,0.0
Hampton,Feb 2024,2024-02-01,Single-Family,9.0
Hampton,Mar 2024,2024-03-01,Multi-Family,0.0
Hampton,Mar 2024,2024-03-01,Single-Family,10.0
Hampton,Apr 2024,2024-04-01,Multi-Family,0.0
Hampton,Apr 2024,2024-04-01,Single-Family,2.0
Hampton,May 2024,2024-05-01,Multi-Family,0.0
Hampton,May 2024,2024-05-01,Single-Family,2.0
Hampton,Jun 2024,2024-06-01,Multi-Family,0.0
Hampton,Jun 2024,2024-06-01,Single-Family,1.0
Hampton,Jul 2024,2024-07-01,Multi-Family,0.0
Hampton,Jul 2024,2024-07-01,Single-Family,2.0
Hampton,Aug 2024,2024-08-01,Multi-Family,0.0
Hampton,Aug 2024,2024-08-01,Single-Family,2.0
Hampton,Sep 2024,2024-09-01,Multi-Family,0.0
Hampton,Sep 2024,2024-09-01,Single-Family,2.0
Hapeville,Apr 2023,2023-04-01,Multi-Family,0.0
Hapeville,Apr 2023,2023-04-01,Single-Family,8.0
Hapeville,May 2023,2023-05-01,Multi-Family,0.0
Hapeville,May 2023,2023-05-01,Single-Family,7.0
Hapeville,Jun 2023,2023-06-01,Multi-Family,0.0
Hapeville,Jun 2023,2023-06-01,Single-Family,0.0
Hapeville,Jul 2023,2023-07-01,Multi-Family,0.0
Hapeville,Jul 2023,2023-07-01,Single-Family,4.0
Hapeville,Aug 2023,2023-08-01,Multi-Family,0.0
Hapeville,Aug 2023,2023-08-01,Single-Family,0.0
Hapeville,Sep 2023,2023-09-01,Multi-Family,0.0
Hapeville,Sep 2023,2023-09-01,Single-Family,0.0
Hapeville,Oct 2023,2023-10-01,Multi-Family,0.0
Hapeville,Oct 2023,2023-10-01,Single-Family,0.0
Hapeville,Nov 2023,2023-11-01,Multi-Family,0.0
Hapeville,Nov 2023,2023-11-01,Single-Family,1.0
Hapeville,Dec 2023,2023-12-01,Multi-Family,0.0
Hapeville,Dec 2023,2023-12-01,Single-Family,4.0
Hapeville,Jan 2024,2024-01-01,Multi-Family,0.0
Hapeville,Jan 2024,2024-01-01,Single-Family,27.0
Hapeville,Feb 2024,2024-02-01,Multi-Family,0.0
Hapeville,Feb 2024,2024-02-01,Single-Family,0.0
Hapeville,Mar 2024,2024-03-01,Multi-Family,0.0
Hapeville,Mar 2024,2024-03-01,Single-Family,0.0
Hapeville,Apr 2024,2024-04-01,Multi-Family,0.0
Hapeville,Apr 2024,2024-04-01,Single-Family,10.0
Hapeville,May 2024,2024-05-01,Multi-Family,0.0
Hapeville,May 2024,2024-05-01,Single-Family,6.0
Hapeville,Jun 2024,2024-06-01,Multi-Family,0.0
Hapeville,Jun 2024,2024-06-01,Single-Family,0.0
Hapeville,Jul 2024,2024-07-01,Multi-Family,0.0
Hapeville,Jul 2024,2024-07-01,Single-Family,14.0
Hapeville,Aug 2024,2024-08-01,Multi-Family,0.0
Hapeville,Aug 2024,2024-08-01,Single-Family,0.0
Hapeville,Sep 2024,2024-09-01,Multi-Family,0.0
Hapeville,Sep 2024,2024-09-01,Single-Family,1.0
Holly Springs,Apr 2023,2023-04-01,Multi-Family,0.0
Holly Springs,Apr 2023,2023-04-01,Single-Family,36.0
Holly Springs,May 2023,2023-05-01,Multi-Family,0.0
Holly Springs,May 2023,2023-05-01,Single-Family,4.0
Holly Springs,Jun 2023,2023-06-01,Multi-Family,0.0
Holly Springs,Jun 2023,2023-06-01,Single-Family,38.0
Holly Springs,Jul 2023,2023-07-01,Multi-Family,0.0
Holly Springs,Jul 2023,2023-07-01,Single-Family,10.0
Holly Springs,Aug 2023,2023-08-01,Multi-Family,0.0
Holly Springs,Aug 2023,2023-08-01,Single-Family,17.0
Holly Springs,Sep 2023,2023-09-01,Multi-Family,0.0
Holly Springs,Sep 2023,2023-09-01,Single-Family,21.0
Holly Springs,Oct 2023,2023-10-01,Multi-Family,0.0
Holly Springs,Oct 2023,2023-10-01,Single-Family,9.0
Holly Springs,Nov 2023,2023-11-01,Multi-Family,0.0
Holly Springs,Nov 2023,2023-11-01,Single-Family,11.0
Holly Springs,Dec 2023,2023-12-01,Multi-Family,0.0
Holly Springs,Dec 2023,2023-12-01,Single-Family,6.0
Holly Springs,Jan 2024,2024-01-01,Multi-Family,11.0
Holly Springs,Jan 2024,2024-01-01,Single-Family,1.0
Holly Springs,Feb 2024,2024-02-01,Multi-Family,0.0
Holly Springs,Feb 2024,2024-02-01,Single-Family,7.0
Holly Springs,Mar 2024,2024-03-01,Multi-Family,0.0
Holly Springs,Mar 2024,2024-03-01,Single-Family,4.0
Holly Springs,Apr 2024,2024-04-01,Multi-Family,0.0
Holly Springs,Apr 2024,2024-04-01,Single-Family,9.0
Holly Springs,May 2024,2024-05-01,Multi-Family,0.0
Holly Springs,May 2024,2024-05-01,Single-Family,11.0
Holly Springs,Jun 2024,2024-06-01,Multi-Family,0.0
Holly Springs,Jun 2024,2024-06-01,Single-Family,8.0
Holly Springs,Jul 2024,2024-07-01,Multi-Family,0.0
Holly Springs,Jul 2024,2024-07-01,Single-Family,8.0
Holly Springs,Aug 2024,2024-08-01,Multi-Family,0.0
Holly Springs,Aug 2024,2024-08-01,Single-Family,9.0
Holly Springs,Sep 2024,2024-09-01,Multi-Family,0.0
Holly Springs,Sep 2024,2024-09-01,Single-Family,10.0
Johns Creek,Apr 2023,2023-04-01,Multi-Family,0.0
Johns Creek,Apr 2023,2023-04-01,Single-Family,0.0
Johns Creek,May 2023,2023-05-01,Multi-Family,0.0
Johns Creek,May 2023,2023-05-01,Single-Family,0.0
Johns Creek,Jun 2023,2023-06-01,Multi-Family,0.0
Johns Creek,Jun 2023,2023-06-01,Single-Family,5.0
Johns Creek,Jul 2023,2023-07-01,Multi-Family,0.0
Johns Creek,Jul 2023,2023-07-01,Single-Family,22.0
Johns Creek,Aug 2023,2023-08-01,Multi-Family,0.0
Johns Creek,Aug 2023,2023-08-01,Single-Family,33.0
Johns Creek,Sep 2023,2023-09-01,Multi-Family,0.0
Johns Creek,Sep 2023,2023-09-01,Single-Family,6.0
Johns Creek,Oct 2023,2023-10-01,Multi-Family,0.0
Johns Creek,Oct 2023,2023-10-01,Single-Family,2.0
Johns Creek,Nov 2023,2023-11-01,Multi-Family,0.0
Johns Creek,Nov 2023,2023-11-01,Single-Family,24.0
Johns Creek,Dec 2023,2023-12-01,Multi-Family,0.0
Johns Creek,Dec 2023,2023-12-01,Single-Family,12.0
Johns Creek,Jan 2024,2024-01-01,Multi-Family,0.0
Johns Creek,Jan 2024,2024-01-01,Single-Family,16.0
Johns Creek,Feb 2024,2024-02-01,Multi-Family,0.0
Johns Creek,Feb 2024,2024-02-01,Single-Family,13.0
Johns Creek,Mar 2024,2024-03-01,Multi-Family,0.0
Johns Creek,Mar 2024,2024-03-01,Single-Family,14.0
Johns Creek,Apr 2024,2024-04-01,Multi-Family,0.0
Johns Creek,Apr 2024,2024-04-01,Single-Family,18.0
Johns Creek,May 2024,2024-05-01,Multi-Family,0.0
Johns Creek,May 2024,2024-05-01,Single-Family,3.0
Johns Creek,Jun 2024,2024-06-01,Multi-Family,0.0
Johns Creek,Jun 2024,2024-06-01,Single-Family,14.0
Johns Creek,Jul 2024,2024-07-01,Multi-Family,0.0
Johns Creek,Jul 2024,2024-07-01,Single-Family,12.0
Johns Creek,Aug 2024,2024-08-01,Multi-Family,0.0
Johns Creek,Aug 2024,2024-08-01,Single-Family,6.0
Johns Creek,Sep 2024,2024-09-01,Multi-Family,0.0
Johns Creek,Sep 2024,2024-09-01,Single-Family,7.0
Jonesboro,Apr 2023,2023-04-01,Multi-Family,0.0
Jonesboro,Apr 2023,2023-04-01,Single-Family,0.0
Jonesboro,May 2023,2023-05-01,Multi-Family,0.0
Jonesboro,May 2023,2023-05-01,Single-Family,0.0
Jonesboro,Jun 2023,2023-06-01,Multi-Family,0.0
Jonesboro,Jun 2023,2023-06-01,Single-Family,0.0
Jonesboro,Jul 2023,2023-07-01,Multi-Family,0.0
Jonesboro,Jul 2023,2023-07-01,Single-Family,0.0
Jonesboro,Aug 2023,2023-08-01,Multi-Family,0.0
Jonesboro,Aug 2023,2023-08-01,Single-Family,0.0
Jonesboro,Sep 2023,2023-09-01,Multi-Family,0.0
Jonesboro,Sep 2023,2023-09-01,Single-Family,0.0
Jonesboro,Oct 2023,2023-10-01,Multi-Family,0.0
Jonesboro,Oct 2023,2023-10-01,Single-Family,0.0
Jonesboro,Nov 2023,2023-11-01,Multi-Family,0.0
Jonesboro,Nov 2023,2023-11-01,Single-Family,1.0
Jonesboro,Dec 2023,2023-12-01,Multi-Family,0.0
Jonesboro,Dec 2023,2023-12-01,Single-Family,0.0
Jonesboro,Jan 2024,2024-01-01,Multi-Family,0.0
Jonesboro,Jan 2024,2024-01-01,Single-Family,0.0
Jonesboro,Feb 2024,2024-02-01,Multi-Family,0.0
Jonesboro,Feb 2024,2024-02-01,Single-Family,1.0
Jonesboro,Mar 2024,2024-03-01,Multi-Family,0.0
Jonesboro,Mar 2024,2024-03-01,Single-Family,0.0
Jonesboro,Apr 2024,2024-04-01,Multi-Family,0.0
Jonesboro,Apr 2024,2024-04-01,Single-Family,0.0
Jonesboro,May 2024,2024-05-01,Multi-Family,0.0
Jonesboro,May 2024,2024-05-01,Single-Family,0.0
Jonesboro,Jun 2024,2024-06-01,Multi-Family,0.0
Jonesboro,Jun 2024,2024-06-01,Single-Family,0.0
Jonesboro,Jul 2024,2024-07-01,Multi-Family,0.0
Jonesboro,Jul 2024,2024-07-01,Single-Family,0.0
Jonesboro,Aug 2024,2024-08-01,Multi-Family,0.0
Jonesboro,Aug 2024,2024-08-01,Single-Family,2.0
Jonesboro,Sep 2024,2024-09-01,Multi-Family,0.0
Jonesboro,Sep 2024,2024-09-01,Single-Family,0.0
Kennesaw,Apr 2023,2023-04-01,Multi-Family,0.0
Kennesaw,Apr 2023,2023-04-01,Single-Family,12.0
Kennesaw,May 2023,2023-05-01,Multi-Family,0.0
Kennesaw,May 2023,2023-05-01,Single-Family,15.0
Kennesaw,Jun 2023,2023-06-01,Multi-Family,0.0
Kennesaw,Jun 2023,2023-06-01,Single-Family,19.0
Kennesaw,Jul 2023,2023-07-01,Multi-Family,176.0
Kennesaw,Jul 2023,2023-07-01,Single-Family,6.0
Kennesaw,Aug 2023,2023-08-01,Multi-Family,0.0
Kennesaw,Aug 2023,2023-08-01,Single-Family,5.0
Kennesaw,Sep 2023,2023-09-01,Multi-Family,0.0
Kennesaw,Sep 2023,2023-09-01,Single-Family,3.0
Kennesaw,Oct 2023,2023-10-01,Multi-Family,0.0
Kennesaw,Oct 2023,2023-10-01,Single-Family,12.0
Kennesaw,Nov 2023,2023-11-01,Multi-Family,0.0
Kennesaw,Nov 2023,2023-11-01,Single-Family,10.0
Kennesaw,Dec 2023,2023-12-01,Multi-Family,0.0
Kennesaw,Dec 2023,2023-12-01,Single-Family,21.0
Kennesaw,Jan 2024,2024-01-01,Multi-Family,0.0
Kennesaw,Jan 2024,2024-01-01,Single-Family,19.0
Kennesaw,Feb 2024,2024-02-01,Multi-Family,0.0
Kennesaw,Feb 2024,2024-02-01,Single-Family,4.0
Kennesaw,Mar 2024,2024-03-01,Multi-Family,0.0
Kennesaw,Mar 2024,2024-03-01,Single-Family,6.0
Kennesaw,Apr 2024,2024-04-01,Multi-Family,0.0
Kennesaw,Apr 2024,2024-04-01,Single-Family,5.0
Kennesaw,May 2024,2024-05-01,Multi-Family,0.0
Kennesaw,May 2024,2024-05-01,Single-Family,3.0
Kennesaw,Jun 2024,2024-06-01,Multi-Family,0.0
Kennesaw,Jun 2024,2024-06-01,Single-Family,14.0
Kennesaw,Jul 2024,2024-07-01,Multi-Family,0.0
Kennesaw,Jul 2024,2024-07-01,Single-Family,6.0
Kennesaw,Aug 2024,2024-08-01,Multi-Family,0.0
Kennesaw,Aug 2024,2024-08-01,Single-Family,0.0
Kennesaw,Sep 2024,2024-09-01,Multi-Family,0.0
Kennesaw,Sep 2024,2024-09-01,Single-Family,0.0
Lake City,Apr 2023,2023-04-01,Multi-Family,0.0
Lake City,Apr 2023,2023-04-01,Single-Family,1.0
Lake City,May 2023,2023-05-01,Multi-Family,0.0
Lake City,May 2023,2023-05-01,Single-Family,0.0
Lake City,Jun 2023,2023-06-01,Multi-Family,0.0
Lake City,Jun 2023,2023-06-01,Single-Family,1.0
Lake City,Jul 2023,2023-07-01,Multi-Family,0.0
Lake City,Jul 2023,2023-07-01,Single-Family,0.0
Lake City,Aug 2023,2023-08-01,Multi-Family,0.0
Lake City,Aug 2023,2023-08-01,Single-Family,1.0
Lake City,Sep 2023,2023-09-01,Multi-Family,0.0
Lake City,Sep 2023,2023-09-01,Single-Family,0.0
Lake City,Oct 2023,2023-10-01,Multi-Family,0.0
Lake City,Oct 2023,2023-10-01,Single-Family,0.0
Lake City,Nov 2023,2023-11-01,Multi-Family,0.0
Lake City,Nov 2023,2023-11-01,Single-Family,1.0
Lake City,Dec 2023,2023-12-01,Multi-Family,0.0
Lake City,Dec 2023,2023-12-01,Single-Family,0.0
Lake City,Jan 2024,2024-01-01,Multi-Family,0.0
Lake City,Jan 2024,2024-01-01,Single-Family,0.0
Lake City,Feb 2024,2024-02-01,Multi-Family,0.0
Lake City,Feb 2024,2024-02-01,Single-Family,0.0
Lake City,Mar 2024,2024-03-01,Multi-Family,0.0
Lake City,Mar 2024,2024-03-01,Single-Family,0.0
Lake City,Apr 2024,2024-04-01,Multi-Family,0.0
Lake City,Apr 2024,2024-04-01,Single-Family,0.0
Lake City,May 2024,2024-05-01,Multi-Family,0.0
Lake City,May 2024,2024-05-01,Single-Family,0.0
Lake City,Jun 2024,2024-06-01,Multi-Family,0.0
Lake City,Jun 2024,2024-06-01,Single-Family,0.0
Lake City,Jul 2024,2024-07-01,Multi-Family,0.0
Lake City,Jul 2024,2024-07-01,Single-Family,0.0
Lake City,Aug 2024,2024-08-01,Multi-Family,0.0
Lake City,Aug 2024,2024-08-01,Single-Family,0.0
Lake City,Sep 2024,2024-09-01,Multi-Family,0.0
Lake City,Sep 2024,2024-09-01,Single-Family,0.0
Lawrenceville,Apr 2023,2023-04-01,Multi-Family,0.0
Lawrenceville,Apr 2023,2023-04-01,Single-Family,4.0
Lawrenceville,May 2023,2023-05-01,Multi-Family,148.0
Lawrenceville,May 2023,2023-05-01,Single-Family,29.0
Lawrenceville,Jun 2023,2023-06-01,Multi-Family,0.0
Lawrenceville,Jun 2023,2023-06-01,Single-Family,11.0
Lawrenceville,Jul 2023,2023-07-01,Multi-Family,0.0
Lawrenceville,Jul 2023,2023-07-01,Single-Family,1.0
Lawrenceville,Aug 2023,2023-08-01,Multi-Family,0.0
Lawrenceville,Aug 2023,2023-08-01,Single-Family,0.0
Lawrenceville,Sep 2023,2023-09-01,Multi-Family,0.0
Lawrenceville,Sep 2023,2023-09-01,Single-Family,1.0
Lawrenceville,Oct 2023,2023-10-01,Multi-Family,0.0
Lawrenceville,Oct 2023,2023-10-01,Single-Family,34.0
Lawrenceville,Nov 2023,2023-11-01,Multi-Family,0.0
Lawrenceville,Nov 2023,2023-11-01,Single-Family,0.0
Lawrenceville,Dec 2023,2023-12-01,Multi-Family,0.0
Lawrenceville,Dec 2023,2023-12-01,Single-Family,34.0
Lawrenceville,Jan 2024,2024-01-01,Multi-Family,0.0
Lawrenceville,Jan 2024,2024-01-01,Single-Family,0.0
Lawrenceville,Feb 2024,2024-02-01,Multi-Family,0.0
Lawrenceville,Feb 2024,2024-02-01,Single-Family,0.0
Lawrenceville,Mar 2024,2024-03-01,Multi-Family,300.0
Lawrenceville,Mar 2024,2024-03-01,Single-Family,11.0
Lawrenceville,Apr 2024,2024-04-01,Multi-Family,0.0
Lawrenceville,Apr 2024,2024-04-01,Single-Family,6.0
Lawrenceville,May 2024,2024-05-01,Multi-Family,0.0
Lawrenceville,May 2024,2024-05-01,Single-Family,7.0
Lawrenceville,Jun 2024,2024-06-01,Multi-Family,0.0
Lawrenceville,Jun 2024,2024-06-01,Single-Family,0.0
Lawrenceville,Jul 2024,2024-07-01,Multi-Family,0.0
Lawrenceville,Jul 2024,2024-07-01,Single-Family,8.0
Lawrenceville,Aug 2024,2024-08-01,Multi-Family,10.0
Lawrenceville,Aug 2024,2024-08-01,Single-Family,12.0
Lawrenceville,Sep 2024,2024-09-01,Multi-Family,0.0
Lawrenceville,Sep 2024,2024-09-01,Single-Family,0.0
Lilburn,Apr 2023,2023-04-01,Multi-Family,0.0
Lilburn,Apr 2023,2023-04-01,Single-Family,0.0
Lilburn,May 2023,2023-05-01,Multi-Family,0.0
Lilburn,May 2023,2023-05-01,Single-Family,6.0
Lilburn,Jun 2023,2023-06-01,Multi-Family,0.0
Lilburn,Jun 2023,2023-06-01,Single-Family,7.0
Lilburn,Jul 2023,2023-07-01,Multi-Family,0.0
Lilburn,Jul 2023,2023-07-01,Single-Family,5.0
Lilburn,Aug 2023,2023-08-01,Multi-Family,0.0
Lilburn,Aug 2023,2023-08-01,Single-Family,0.0
Lilburn,Sep 2023,2023-09-01,Multi-Family,0.0
Lilburn,Sep 2023,2023-09-01,Single-Family,32.0
Lilburn,Oct 2023,2023-10-01,Multi-Family,0.0
Lilburn,Oct 2023,2023-10-01,Single-Family,0.0
Lilburn,Nov 2023,2023-11-01,Multi-Family,0.0
Lilburn,Nov 2023,2023-11-01,Single-Family,5.0
Lilburn,Dec 2023,2023-12-01,Multi-Family,0.0
Lilburn,Dec 2023,2023-12-01,Single-Family,0.0
Lilburn,Jan 2024,2024-01-01,Multi-Family,0.0
Lilburn,Jan 2024,2024-01-01,Single-Family,1.0
Lilburn,Feb 2024,2024-02-01,Multi-Family,0.0
Lilburn,Feb 2024,2024-02-01,Single-Family,19.0
Lilburn,Mar 2024,2024-03-01,Multi-Family,0.0
Lilburn,Mar 2024,2024-03-01,Single-Family,0.0
Lilburn,Apr 2024,2024-04-01,Multi-Family,0.0
Lilburn,Apr 2024,2024-04-01,Single-Family,8.0
Lilburn,May 2024,2024-05-01,Multi-Family,0.0
Lilburn,May 2024,2024-05-01,Single-Family,4.0
Lilburn,Jun 2024,2024-06-01,Multi-Family,0.0
Lilburn,Jun 2024,2024-06-01,Single-Family,0.0
Lilburn,Jul 2024,2024-07-01,Multi-Family,0.0
Lilburn,Jul 2024,2024-07-01,Single-Family,1.0
Lilburn,Aug 2024,2024-08-01,Multi-Family,0.0
Lilburn,Aug 2024,2024-08-01,Single-Family,4.0
Lilburn,Sep 2024,2024-09-01,Multi-Family,0.0
Lilburn,Sep 2024,2024-09-01,Single-Family,4.0
Lithonia,Apr 2023,2023-04-01,Multi-Family,0.0
Lithonia,Apr 2023,2023-04-01,Single-Family,0.0
Lithonia,May 2023,2023-05-01,Multi-Family,0.0
Lithonia,May 2023,2023-05-01,Single-Family,0.0
Lithonia,Jun 2023,2023-06-01,Multi-Family,0.0
Lithonia,Jun 2023,2023-06-01,Single-Family,0.0
Lithonia,Jul 2023,2023-07-01,Multi-Family,0.0
Lithonia,Jul 2023,2023-07-01,Single-Family,0.0
Lithonia,Aug 2023,2023-08-01,Multi-Family,0.0
Lithonia,Aug 2023,2023-08-01,Single-Family,0.0
Lithonia,Sep 2023,2023-09-01,Multi-Family,0.0
Lithonia,Sep 2023,2023-09-01,Single-Family,0.0
Lithonia,Oct 2023,2023-10-01,Multi-Family,0.0
Lithonia,Oct 2023,2023-10-01,Single-Family,0.0
Lithonia,Nov 2023,2023-11-01,Multi-Family,0.0
Lithonia,Nov 2023,2023-11-01,Single-Family,0.0
Lithonia,Dec 2023,2023-12-01,Multi-Family,0.0
Lithonia,Dec 2023,2023-12-01,Single-Family,0.0
Lithonia,Jan 2024,2024-01-01,Multi-Family,0.0
Lithonia,Jan 2024,2024-01-01,Single-Family,0.0
Lithonia,Feb 2024,2024-02-01,Multi-Family,0.0
Lithonia,Feb 2024,2024-02-01,Single-Family,0.0
Lithonia,Mar 2024,2024-03-01,Multi-Family,0.0
Lithonia,Mar 2024,2024-03-01,Single-Family,0.0
Lithonia,Apr 2024,2024-04-01,Multi-Family,0.0
Lithonia,Apr 2024,2024-04-01,Single-Family,0.0
Lithonia,May 2024,2024-05-01,Multi-Family,0.0
Lithonia,May 2024,2024-05-01,Single-Family,0.0
Lithonia,Jun 2024,2024-06-01,Multi-Family,0.0
Lithonia,Jun 2024,2024-06-01,Single-Family,2.0
Lithonia,Jul 2024,2024-07-01,Multi-Family,0.0
Lithonia,Jul 2024,2024-07-01,Single-Family,0.0
Lithonia,Aug 2024,2024-08-01,Multi-Family,0.0
Lithonia,Aug 2024,2024-08-01,Single-Family,0.0
Lithonia,Sep 2024,2024-09-01,Multi-Family,0.0
Lithonia,Sep 2024,2024-09-01,Single-Family,0.0
Locust Grove,Apr 2023,2023-04-01,Multi-Family,0.0
Locust Grove,Apr 2023,2023-04-01,Single-Family,19.0
Locust Grove,May 2023,2023-05-01,Multi-Family,0.0
Locust Grove,May 2023,2023-05-01,Single-Family,9.0
Locust Grove,Jun 2023,2023-06-01,Multi-Family,0.0
Locust Grove,Jun 2023,2023-06-01,Single-Family,27.0
Locust Grove,Jul 2023,2023-07-01,Multi-Family,0.0
Locust Grove,Jul 2023,2023-07-01,Single-Family,33.0
Locust Grove,Aug 2023,2023-08-01,Multi-Family,0.0
Locust Grove,Aug 2023,2023-08-01,Single-Family,23.0
Locust Grove,Sep 2023,2023-09-01,Multi-Family,0.0
Locust Grove,Sep 2023,2023-09-01,Single-Family,8.0
Locust Grove,Oct 2023,2023-10-01,Multi-Family,0.0
Locust Grove,Oct 2023,2023-10-01,Single-Family,10.0
Locust Grove,Nov 2023,2023-11-01,Multi-Family,0.0
Locust Grove,Nov 2023,2023-11-01,Single-Family,13.0
Locust Grove,Dec 2023,2023-12-01,Multi-Family,0.0
Locust Grove,Dec 2023,2023-12-01,Single-Family,13.0
Locust Grove,Jan 2024,2024-01-01,Multi-Family,0.0
Locust Grove,Jan 2024,2024-01-01,Single-Family,10.0
Locust Grove,Feb 2024,2024-02-01,Multi-Family,0.0
Locust Grove,Feb 2024,2024-02-01,Single-Family,15.0
Locust Grove,Mar 2024,2024-03-01,Multi-Family,0.0
Locust Grove,Mar 2024,2024-03-01,Single-Family,7.0
Locust Grove,Apr 2024,2024-04-01,Multi-Family,0.0
Locust Grove,Apr 2024,2024-04-01,Single-Family,11.0
Locust Grove,May 2024,2024-05-01,Multi-Family,0.0
Locust Grove,May 2024,2024-05-01,Single-Family,9.0
Locust Grove,Jun 2024,2024-06-01,Multi-Family,0.0
Locust Grove,Jun 2024,2024-06-01,Single-Family,27.0
Locust Grove,Jul 2024,2024-07-01,Multi-Family,0.0
Locust Grove,Jul 2024,2024-07-01,Single-Family,39.0
Locust Grove,Aug 2024,2024-08-01,Multi-Family,0.0
Locust Grove,Aug 2024,2024-08-01,Single-Family,20.0
Locust Grove,Sep 2024,2024-09-01,Multi-Family,0.0
Locust Grove,Sep 2024,2024-09-01,Single-Family,18.0
Lovejoy,Apr 2023,2023-04-01,Multi-Family,0.0
Lovejoy,Apr 2023,2023-04-01,Single-Family,20.0
Lovejoy,May 2023,2023-05-01,Multi-Family,0.0
Lovejoy,May 2023,2023-05-01,Single-Family,19.0
Lovejoy,Jun 2023,2023-06-01,Multi-Family,0.0
Lovejoy,Jun 2023,2023-06-01,Single-Family,11.0
Lovejoy,Jul 2023,2023-07-01,Multi-Family,0.0
Lovejoy,Jul 2023,2023-07-01,Single-Family,0.0
Lovejoy,Aug 2023,2023-08-01,Multi-Family,25.0
Lovejoy,Aug 2023,2023-08-01,Single-Family,18.0
Lovejoy,Sep 2023,2023-09-01,Multi-Family,0.0
Lovejoy,Sep 2023,2023-09-01,Single-Family,2.0
