city,month_year,date,Series,Permits
Clarkston,Feb 2024,2024-02-01,Single-Family,0.0
Clarkston,Mar 2024,2024-03-01,Multi-Family,0.0
Clarkston,Mar 2024,2024-03-01,Single-Family,0.0
Clarkston,Apr 2024,2024-04-01,Multi-Family,0.0
Clarkston,Apr 2024,2024-04-01,Single-Family,0.0
Clarkston,May 2024,2024-05-01,Multi-Family,0.0
Clarkston,May 2024,2024-05-01,Single-Family,0.0
Clarkston,Jun 2024,2024-06-01,Multi-Family,0.0
Clarkston,Jun 2024,2024-06-01,Single-Family,0.0
Clarkston,Jul 2024,2024-07-01,Multi-Family,0.0
Clarkston,Jul 2024,2024-07-01,Single-Family,8.0
Clarkston,Aug 2024,2024-08-01,Multi-Family,0.0
Clarkston,Aug 2024,2024-08-01,Single-Family,5.0
Clarkston,Sep 2024,2024-09-01,Multi-Family,0.0
Clarkston,Sep 2024,2024-09-01,Single-Family,0.0
College Park,Apr 2023,2023-04-01,Multi-Family,0.0
College Park,Apr 2023,2023-04-01,Single-Family,14.0
College Park,May 2023,2023-05-01,Multi-Family,0.0
College Park,May 2023,2023-05-01,Single-Family,38.0
College Park,Jun 2023,2023-06-01,Multi-Family,0.0
College Park,Jun 2023,2023-06-01,Single-Family,11.0
College Park,Jul 2023,2023-07-01,Multi-Family,0.0
College Park,Jul 2023,2023-07-01,Single-Family,20.0
College Park,Aug 2023,2023-08-01,Multi-Family,0.0
College Park,Aug 2023,2023-08-01,Single-Family,6.0
College Park,Sep 2023,2023-09-01,Multi-Family,0.0
College Park,Sep 2023,2023-09-01,Single-Family,0.0
College Park,Oct 2023,2023-10-01,Multi-Family,0.0
College Park,Oct 2023,2023-10-01,Single-Family,1.0
College Park,Nov 2023,2023-11-01,Multi-Family,0.0
College Park,Nov 2023,2023-11-01,Single-Family,0.0
College Park,Dec 2023,2023-12-01,Multi-Family,0.0
College Park,Dec 2023,2023-12-01,Single-Family,0.0
College Park,Jan 2024,2024-01-01,Multi-Family,0.0
College Park,Jan 2024,2024-01-01,Single-Family,0.0
College Park,Feb 2024,2024-02-01,Multi-Family,0.0
College Park,Feb 2024,2024-02-01,Single-Family,8.0
College Park,Mar 2024,2024-03-01,Multi-Family,0.0
College Park,Mar 2024,2024-03-01,Single-Family,19.0
College Park,Apr 2024,2024-04-01,Multi-Family,0.0
College Park,Apr 2024,2024-04-01,Single-Family,24.0
College Park,May 2024,2024-05-01,Multi-Family,0.0
College Park,May 2024,2024-05-01,Single-Family,3.0
College Park,Jun 2024,2024-06-01,Multi-Family,0.0
College Park,Jun 2024,2024-06-01,Single-Family,1.0
College Park,Jul 2024,2024-07-01,Multi-Family,0.0
College Park,Jul 2024,2024-07-01,Single-Family,0.0
College Park,Aug 2024,2024-08-01,Multi-Family,0.0
College Park,Aug 2024,2024-08-01,Single-Family,0.0
College Park,Sep 2024,2024-09-01,Multi-Family,0.0
College Park,Sep 2024,2024-09-01,Single-Family,0.0
Conyers,Apr 2023,2023-04-01,Multi-Family,0.0
Conyers,Apr 2023,2023-04-01,Single-Family,9.0
Conyers,May 2023,2023-05-01,Multi-Family,0.0
Conyers,May 2023,2023-05-01,Single-Family,9.0
Conyers,Jun 2023,2023-06-01,Multi-Family,0.0
Conyers,Jun 2023,2023-06-01,Single-Family,29.0
Conyers,Jul 2023,2023-07-01,Multi-Family,0.0
Conyers,Jul 2023,2023-07-01,Single-Family,40.0
Conyers,Aug 2023,2023-08-01,Multi-Family,0.0
Conyers,Aug 2023,2023-08-01,Single-Family,14.0
Conyers,Sep 2023,2023-09-01,Multi-Family,0.0
Conyers,Sep 2023,2023-09-01,Single-Family,64.0
Conyers,Oct 2023,2023-10-01,Multi-Family,0.0
Conyers,Oct 2023,2023-10-01,Single-Family,8.0
Conyers,Nov 2023,2023-11-01,Multi-Family,0.0
Conyers,Nov 2023,2023-11-01,Single-Family,5.0
Conyers,Dec 2023,2023-12-01,Multi-Family,0.0
Conyers,Dec 2023,2023-12-01,Single-Family,3.0
Conyers,Jan 2024,2024-01-01,Multi-Family,0.0
Conyers,Jan 2024,2024-01-01,Single-Family,36.0
Conyers,Feb 2024,2024-02-01,Multi-Family,0.0
Conyers,Feb 2024,2024-02-01,Single-Family,12.0
Conyers,Mar 2024,2024-03-01,Multi-Family,0.0
Conyers,Mar 2024,2024-03-01,Single-Family,18.0
Conyers,Apr 2024,2024-04-01,Multi-Family,0.0
Conyers,Apr 2024,2024-04-01,Single-Family,34.0
Conyers,May 2024,2024-05-01,Multi-Family,0.0
Conyers,May 2024,2024-05-01,Single-Family,11.0
Conyers,Jun 2024,2024-06-01,Multi-Family,0.0
Conyers,Jun 2024,2024-06-01,Single-Family,34.0
Conyers,Jul 2024,2024-07-01,Multi-Family,0.0
Conyers,Jul 2024,2024-07-01,Single-Family,18.0
Conyers,Aug 2024,2024-08-01,Multi-Family,0.0
Conyers,Aug 2024,2024-08-01,Single-Family,6.0
Conyers,Sep 2024,2024-09-01,Multi-Family,0.0
Conyers,Sep 2024,2024-09-01,Single-Family,1.0
Cumming,Apr 2023,2023-04-01,Multi-Family,0.0
Cumming,Apr 2023,2023-04-01,Single-Family,11.0
Cumming,May 2023,2023-05-01,Multi-Family,19.0
Cumming,May 2023,2023-05-01,Single-Family,9.0
Cumming,Jun 2023,2023-06-01,Multi-Family,29.0
Cumming,Jun 2023,2023-06-01,Single-Family,17.0
Cumming,Jul 2023,2023-07-01,Multi-Family,0.0
Cumming,Jul 2023,2023-07-01,Single-Family,8.0
Cumming,Aug 2023,2023-08-01,Multi-Family,17.0
Cumming,Aug 2023,2023-08-01,Single-Family,12.0
Cumming,Sep 2023,2023-09-01,Multi-Family,9.0
Cumming,Sep 2023,2023-09-01,Single-Family,8.0
Cumming,Oct 2023,2023-10-01,Multi-Family,4.0
Cumming,Oct 2023,2023-10-01,Single-Family,3.0
Cumming,Nov 2023,2023-11-01,Multi-Family,4.0
Cumming,Nov 2023,2023-11-01,Single-Family,4.0
Cumming,Dec 2023,2023-12-01,Multi-Family,12.0
Cumming,Dec 2023,2023-12-01,Single-Family,12.0
Cumming,Jan 2024,2024-01-01,Multi-Family,14.0
Cumming,Jan 2024,2024-01-01,Single-Family,8.0
Cumming,Feb 2024,2024-02-01,Multi-Family,5.0
Cumming,Feb 2024,2024-02-01,Single-Family,12.0
Cumming,Mar 2024,2024-03-01,Multi-Family,267.0
Cumming,Mar 2024,2024-03-01,Single-Family,6.0
Cumming,Apr 2024,2024-04-01,Multi-Family,0.0
Cumming,Apr 2024,2024-04-01,Single-Family,3.0
Cumming,May 2024,2024-05-01,Multi-Family,20.0
Cumming,May 2024,2024-05-01,Single-Family,10.0
Cumming,Jun 2024,2024-06-01,Multi-Family,0.0
Cumming,Jun 2024,2024-06-01,Single-Family,6.0
Cumming,Jul 2024,2024-07-01,Multi-Family,0.0
Cumming,Jul 2024,2024-07-01,Single-Family,5.0
Cumming,Aug 2024,2024-08-01,Multi-Family,428.0
Cumming,Aug 2024,2024-08-01,Single-Family,129.0
Cumming,Sep 2024,2024-09-01,Multi-Family,0.0
Cumming,Sep 2024,2024-09-01,Single-Family,30.0
Dacula,Apr 2023,2023-04-01,Multi-Family,0.0
Dacula,Apr 2023,2023-04-01,Single-Family,24.0
Dacula,May 2023,2023-05-01,Multi-Family,0.0
Dacula,May 2023,2023-05-01,Single-Family,3.0
Dacula,Jun 2023,2023-06-01,Multi-Family,0.0
Dacula,Jun 2023,2023-06-01,Single-Family,5.0
Dacula,Jul 2023,2023-07-01,Multi-Family,0.0
Dacula,Jul 2023,2023-07-01,Single-Family,3.0
Dacula,Aug 2023,2023-08-01,Multi-Family,0.0
Dacula,Aug 2023,2023-08-01,Single-Family,0.0
Dacula,Sep 2023,2023-09-01,Multi-Family,0.0
Dacula,Sep 2023,2023-09-01,Single-Family,4.0
Dacula,Oct 2023,2023-10-01,Multi-Family,0.0
Dacula,Oct 2023,2023-10-01,Single-Family,15.0
Dacula,Nov 2023,2023-11-01,Multi-Family,0.0
Dacula,Nov 2023,2023-11-01,Single-Family,15.0
Dacula,Dec 2023,2023-12-01,Multi-Family,0.0
Dacula,Dec 2023,2023-12-01,Single-Family,9.0
Dacula,Jan 2024,2024-01-01,Multi-Family,0.0
Dacula,Jan 2024,2024-01-01,Single-Family,1.0
Dacula,Feb 2024,2024-02-01,Multi-Family,0.0
Dacula,Feb 2024,2024-02-01,Single-Family,23.0
Dacula,Mar 2024,2024-03-01,Multi-Family,0.0
Dacula,Mar 2024,2024-03-01,Single-Family,10.0
Dacula,Apr 2024,2024-04-01,Multi-Family,0.0
Dacula,Apr 2024,2024-04-01,Single-Family,19.0
Dacula,May 2024,2024-05-01,Multi-Family,0.0
Dacula,May 2024,2024-05-01,Single-Family,47.0
Dacula,Jun 2024,2024-06-01,Multi-Family,0.0
Dacula,Jun 2024,2024-06-01,Single-Family,23.0
Dacula,Jul 2024,2024-07-01,Multi-Family,0.0
Dacula,Jul 2024,2024-07-01,Single-Family,14.0
Dacula,Aug 2024,2024-08-01,Multi-Family,0.0
Dacula,Aug 2024,2024-08-01,Single-Family,24.0
Dacula,Sep 2024,2024-09-01,Multi-Family,0.0
Dacula,Sep 2024,2024-09-01,Single-Family,29.0
Decatur,Apr 2023,2023-04-01,Multi-Family,0.0
Decatur,Apr 2023,2023-04-01,Single-Family,6.0
Decatur,May 2023,2023-05-01,Multi-Family,0.0
Decatur,May 2023,2023-05-01,Single-Family,5.0
Decatur,Jun 2023,2023-06-01,Multi-Family,0.0
Decatur,Jun 2023,2023-06-01,Single-Family,0.0
Decatur,Jul 2023,2023-07-01,Multi-Family,0.0
Decatur,Jul 2023,2023-07-01,Single-Family,2.0
Decatur,Aug 2023,2023-08-01,Multi-Family,0.0
Decatur,Aug 2023,2023-08-01,Single-Family,7.0
Decatur,Sep 2023,2023-09-01,Multi-Family,0.0
Decatur,Sep 2023,2023-09-01,Single-Family,1.0
Decatur,Oct 2023,2023-10-01,Multi-Family,0.0
Decatur,Oct 2023,2023-10-01,Single-Family,0.0
Decatur,Nov 2023,2023-11-01,Multi-Family,0.0
Decatur,Nov 2023,2023-11-01,Single-Family,0.0
Decatur,Dec 2023,2023-12-01,Multi-Family,0.0
Decatur,Dec 2023,2023-12-01,Single-Family,0.0
Decatur,Jan 2024,2024-01-01,Multi-Family,0.0
Decatur,Jan 2024,2024-01-01,Single-Family,4.0
Decatur,Feb 2024,2024-02-01,Multi-Family,370.0
Decatur,Feb 2024,2024-02-01,Single-Family,2.0
Decatur,Mar 2024,2024-03-01,Multi-Family,0.0
Decatur,Mar 2024,2024-03-01,Single-Family,1.0
Decatur,Apr 2024,2024-04-01,Multi-Family,0.0
Decatur,Apr 2024,2024-04-01,Single-Family,2.0
Decatur,May 2024,2024-05-01,Multi-Family,0.0
Decatur,May 2024,2024-05-01,Single-Family,3.0
Decatur,Jun 2024,2024-06-01,Multi-Family,0.0
Decatur,Jun 2024,2024-06-01,Single-Family,0.0
Decatur,Jul 2024,2024-07-01,Multi-Family,0.0
Decatur,Jul 2024,2024-07-01,Single-Family,0.0
Decatur,Aug 2024,2024-08-01,Multi-Family,0.0
Decatur,Aug 2024,2024-08-01,Single-Family,0.0
Decatur,Sep 2024,2024-09-01,Multi-Family,0.0
Decatur,Sep 2024,2024-09-01,Single-Family,1.0
Doraville,Apr 2023,2023-04-01,Multi-Family,0.0
Doraville,Apr 2023,2023-04-01,Single-Family,0.0
Doraville,May 2023,2023-05-01,Multi-Family,0.0
Doraville,May 2023,2023-05-01,Single-Family,0.0
Doraville,Jun 2023,2023-06-01,Multi-Family,0.0
Doraville,Jun 2023,2023-06-01,Single-Family,0.0
Doraville,Jul 2023,2023-07-01,Multi-Family,0.0
Doraville,Jul 2023,2023-07-01,Single-Family,0.0
Doraville,Aug 2023,2023-08-01,Multi-Family,0.0
Doraville,Aug 2023,2023-08-01,Single-Family,0.0
Doraville,Sep 2023,2023-09-01,Multi-Family,0.0
Doraville,Sep 2023,2023-09-01,Single-Family,0.0
Doraville,Oct 2023,2023-10-01,Multi-Family,604.0
Doraville,Oct 2023,2023-10-01,Single-Family,2.0
Doraville,Nov 2023,2023-11-01,Multi-Family,0.0
Doraville,Nov 2023,2023-11-01,Single-Family,0.0
Doraville,Dec 2023,2023-12-01,Multi-Family,0.0
Doraville,Dec 2023,2023-12-01,Single-Family,0.0
Doraville,Jan 2024,2024-01-01,Multi-Family,0.0
Doraville,Jan 2024,2024-01-01,Single-Family,0.0
Doraville,Feb 2024,2024-02-01,Multi-Family,0.0
Doraville,Feb 2024,2024-02-01,Single-Family,0.0
Doraville,Mar 2024,2024-03-01,Multi-Family,0.0
Doraville,Mar 2024,2024-03-01,Single-Family,0.0
Doraville,Apr 2024,2024-04-01,Multi-Family,0.0
Doraville,Apr 2024,2024-04-01,Single-Family,0.0
Doraville,May 2024,2024-05-01,Multi-Family,0.0
Doraville,May 2024,2024-05-01,Single-Family,0.0
Doraville,Jun 2024,2024-06-01,Multi-Family,0.0
Doraville,Jun 2024,2024-06-01,Single-Family,0.0
Doraville,Jul 2024,2024-07-01,Multi-Family,0.0
Doraville,Jul 2024,2024-07-01,Single-Family,5.0
Doraville,Aug 2024,2024-08-01,Multi-Family,0.0
Doraville,Aug 2024,2024-08-01,Single-Family,0.0
Doraville,Sep 2024,2024-09-01,Multi-Family,0.0
Doraville,Sep 2024,2024-09-01,Single-Family,0.0
Douglasville,Apr 2023,2023-04-01,Multi-Family,90.0
Douglasville,Apr 2023,2023-04-01,Single-Family,0.0
Douglasville,May 2023,2023-05-01,Multi-Family,0.0
Douglasville,May 2023,2023-05-01,Single-Family,29.0
Douglasville,Jun 2023,2023-06-01,Multi-Family,0.0
Douglasville,Jun 2023,2023-06-01,Single-Family,25.0
Douglasville,Jul 2023,2023-07-01,Multi-Family,0.0
Douglasville,Jul 2023,2023-07-01,Single-Family,28.0
Douglasville,Aug 2023,2023-08-01,Multi-Family,0.0
Douglasville,Aug 2023,2023-08-01,Single-Family,6.0
Douglasville,Sep 2023,2023-09-01,Multi-Family,0.0
Douglasville,Sep 2023,2023-09-01,Single-Family,5.0
Douglasville,Oct 2023,2023-10-01,Multi-Family,0.0
Douglasville,Oct 2023,2023-10-01,Single-Family,13.0
Douglasville,Nov 2023,2023-11-01,Multi-Family,0.0
Douglasville,Nov 2023,2023-11-01,Single-Family,42.0
Douglasville,Dec 2023,2023-12-01,Multi-Family,0.0
Douglasville,Dec 2023,2023-12-01,Single-Family,18.0
Douglasville,Jan 2024,2024-01-01,Multi-Family,0.0
Douglasville,Jan 2024,2024-01-01,Single-Family,2.0
Douglasville,Feb 2024,2024-02-01,Multi-Family,0.0
Douglasville,Feb 2024,2024-02-01,Single-Family,26.0
Douglasville,Mar 2024,2024-03-01,Multi-Family,0.0
Douglasville,Mar 2024,2024-03-01,Single-Family,28.0
Douglasville,Apr 2024,2024-04-01,Multi-Family,0.0
Douglasville,Apr 2024,2024-04-01,Single-Family,35.0
Douglasville,May 2024,2024-05-01,Multi-Family,29.0
Douglasville,May 2024,2024-05-01,Single-Family,19.0
Douglasville,Jun 2024,2024-06-01,Multi-Family,0.0
Douglasville,Jun 2024,2024-06-01,Single-Family,28.0
Douglasville,Jul 2024,2024-07-01,Multi-Family,0.0
Douglasville,Jul 2024,2024-07-01,Single-Family,8.0
Douglasville,Aug 2024,2024-08-01,Multi-Family,0.0
Douglasville,Aug 2024,2024-08-01,Single-Family,18.0
Douglasville,Sep 2024,2024-09-01,Multi-Family,0.0
Douglasville,Sep 2024,2024-09-01,Single-Family,25.0
Duluth,Apr 2023,2023-04-01,Multi-Family,0.0
Duluth,Apr 2023,2023-04-01,Single-Family,19.0
Duluth,May 2023,2023-05-01,Multi-Family,0.0
Duluth,May 2023,2023-05-01,Single-Family,23.0
Duluth,Jun 2023,2023-06-01,Multi-Family,0.0
Duluth,Jun 2023,2023-06-01,Single-Family,24.0
Duluth,Jul 2023,2023-07-01,Multi-Family,0.0
Duluth,Jul 2023,2023-07-01,Single-Family,20.0
Duluth,Aug 2023,2023-08-01,Multi-Family,0.0
Duluth,Aug 2023,2023-08-01,Single-Family,23.0
Duluth,Sep 2023,2023-09-01,Multi-Family,0.0
Duluth,Sep 2023,2023-09-01,Single-Family,20.0
Duluth,Oct 2023,2023-10-01,Multi-Family,0.0
Duluth,Oct 2023,2023-10-01,Single-Family,21.0
Duluth,Nov 2023,2023-11-01,Multi-Family,0.0
Duluth,Nov 2023,2023-11-01,Single-Family,18.0
Duluth,Dec 2023,2023-12-01,Multi-Family,0.0
Duluth,Dec 2023,2023-12-01,Single-Family,18.0
Duluth,Jan 2024,2024-01-01,Multi-Family,0.0
Duluth,Jan 2024,2024-01-01,Single-Family,21.0
Duluth,Feb 2024,2024-02-01,Multi-Family,0.0
Duluth,Feb 2024,2024-02-01,Single-Family,22.0
Duluth,Mar 2024,2024-03-01,Multi-Family,0.0
Duluth,Mar 2024,2024-03-01,Single-Family,22.0
Duluth,Apr 2024,2024-04-01,Multi-Family,0.0
Duluth,Apr 2024,2024-04-01,Single-Family,24.0
Duluth,May 2024,2024-05-01,Multi-Family,0.0
Duluth,May 2024,2024-05-01,Single-Family,25.0
Duluth,Jun 2024,2024-06-01,Multi-Family,0.0
Duluth,Jun 2024,2024-06-01,Single-Family,21.0
Duluth,Jul 2024,2024-07-01,Multi-Family,0.0
Duluth,Jul 2024,2024-07-01,Single-Family,22.0
Duluth,Aug 2024,2024-08-01,Multi-Family,0.0
Duluth,Aug 2024,2024-08-01,Single-Family,22.0
Duluth,Sep 2024,2024-09-01,Multi-Family,0.0
Duluth,Sep 2024,2024-09-01,Single-Family,18.0
Dunwoody,Apr 2023,2023-04-01,Multi-Family,0.0
Dunwoody,Apr 2023,2023-04-01,Single-Family,0.0
Dunwoody,May 2023,2023-05-01,Multi-Family,0.0
Dunwoody,May 2023,2023-05-01,Single-Family,0.0
Dunwoody,Jun 2023,2023-06-01,Multi-Family,0.0
Dunwoody,Jun 2023,2023-06-01,Single-Family,0.0
Dunwoody,Jul 2023,2023-07-01,Multi-Family,0.0
Dunwoody,Jul 2023,2023-07-01,Single-Family,1.0
Dunwoody,Aug 2023,2023-08-01,Multi-Family,0.0
Dunwoody,Aug 2023,2023-08-01,Single-Family,2.0
Dunwoody,Sep 2023,2023-09-01,Multi-Family,0.0
Dunwoody,Sep 2023,2023-09-01,Single-Family,0.0
Dunwoody,Oct 2023,2023-10-01,Multi-Family,0.0
Dunwoody,Oct 2023,2023-10-01,Single-Family,0.0
Dunwoody,Nov 2023,2023-11-01,Multi-Family,0.0
Dunwoody,Nov 2023,2023-11-01,Single-Family,1.0
Dunwoody,Dec 2023,2023-12-01,Multi-Family,0.0
Dunwoody,Dec 2023,2023-12-01,Single-Family,2.0
Dunwoody,Jan 2024,2024-01-01,Multi-Family,0.0
Dunwoody,Jan 2024,2024-01-01,Single-Family,0.0
Dunwoody,Feb 2024,2024-02-01,Multi-Family,0.0
Dunwoody,Feb 2024,2024-02-01,Single-Family,2.0
Dunwoody,Mar 2024,2024-03-01,Multi-Family,0.0
Dunwoody,Mar 2024,2024-03-01,Single-Family,0.0
Dunwoody,Apr 2024,2024-04-01,Multi-Family,0.0
Dunwoody,Apr 2024,2024-04-01,Single-Family,0.0
Dunwoody,May 2024,2024-05-01,Multi-Family,0.0
Dunwoody,May 2024,2024-05-01,Single-Family,1.0
Dunwoody,Jun 2024,2024-06-01,Multi-Family,0.0
Dunwoody,Jun 2024,2024-06-01,Single-Family,0.0
Dunwoody,Jul 2024,2024-07-01,Multi-Family,0.0
Dunwoody,Jul 2024,2024-07-01,Single-Family,4.0
Dunwoody,Aug 2024,2024-08-01,Multi-Family,0.0
Dunwoody,Aug 2024,2024-08-01,Single-Family,3.0
Dunwoody,Sep 2024,2024-09-01,Multi-Family,0.0
Dunwoody,Sep 2024,2024-09-01,Single-Family,0.0
East Point,Apr 2023,2023-04-01,Multi-Family,10.0
East Point,Apr 2023,2023-04-01,Single-Family,8.0
East Point,May 2023,2023-05-01,Multi-Family,11.0
East Point,May 2023,2023-05-01,Single-Family,9.0
East Point,Jun 2023,2023-06-01,Multi-Family,10.0
East Point,Jun 2023,2023-06-01,Single-Family,9.0
East Point,Jul 2023,2023-07-01,Multi-Family,10.0
East Point,Jul 2023,2023-07-01,Single-Family,8.0
East Point,Aug 2023,2023-08-01,Multi-Family,12.0
East Point,Aug 2023,2023-08-01,Single-Family,9.0
East Point,Sep 2023,2023-09-01,Multi-Family,9.0
East Point,Sep 2023,2023-09-01,Single-Family,8.0
East Point,Oct 2023,2023-10-01,Multi-Family,11.0
East Point,Oct 2023,2023-10-01,Single-Family,8.0
East Point,Nov 2023,2023-11-01,Multi-Family,7.0
East Point,Nov 2023,2023-11-01,Single-Family,7.0
East Point,Dec 2023,2023-12-01,Multi-Family,9.0
East Point,Dec 2023,2023-12-01,Single-Family,7.0
East Point,Jan 2024,2024-01-01,Multi-Family,9.0
East Point,Jan 2024,2024-01-01,Single-Family,9.0
East Point,Feb 2024,2024-02-01,Multi-Family,7.0
East Point,Feb 2024,2024-02-01,Single-Family,8.0
East Point,Mar 2024,2024-03-01,Multi-Family,8.0
East Point,Mar 2024,2024-03-01,Single-Family,9.0
East Point,Apr 2024,2024-04-01,Multi-Family,7.0
East Point,Apr 2024,2024-04-01,Single-Family,10.0
East Point,May 2024,2024-05-01,Multi-Family,6.0
East Point,May 2024,2024-05-01,Single-Family,10.0
East Point,Jun 2024,2024-06-01,Multi-Family,6.0
East Point,Jun 2024,2024-06-01,Single-Family,8.0
East Point,Jul 2024,2024-07-01,Multi-Family,6.0
East Point,Jul 2024,2024-07-01,Single-Family,9.0
East Point,Aug 2024,2024-08-01,Multi-Family,7.0
East Point,Aug 2024,2024-08-01,Single-Family,9.0
East Point,Sep 2024,2024-09-01,Multi-Family,5.0
East Point,Sep 2024,2024-09-01,Single-Family,7.0
Fairburn,Apr 2023,2023-04-01,Multi-Family,0.0
Fairburn,Apr 2023,2023-04-01,Single-Family,1.0
Fairburn,May 2023,2023-05-01,Multi-Family,0.0
Fairburn,May 2023,2023-05-01,Single-Family,1.0
Fairburn,Jun 2023,2023-06-01,Multi-Family,0.0
Fairburn,Jun 2023,2023-06-01,Single-Family,0.0
Fairburn,Jul 2023,2023-07-01,Multi-Family,0.0
Fairburn,Jul 2023,2023-07-01,Single-Family,0.0
Fairburn,Aug 2023,2023-08-01,Multi-Family,0.0
Fairburn,Aug 2023,2023-08-01,Single-Family,0.0
Fairburn,Sep 2023,2023-09-01,Multi-Family,0.0
Fairburn,Sep 2023,2023-09-01,Single-Family,1.0
Fairburn,Oct 2023,2023-10-01,Multi-Family,0.0
Fairburn,Oct 2023,2023-10-01,Single-Family,1.0
Fairburn,Nov 2023,2023-11-01,Multi-Family,0.0
Fairburn,Nov 2023,2023-11-01,Single-Family,0.0
Fairburn,Dec 2023,2023-12-01,Multi-Family,0.0
Fairburn,Dec 2023,2023-12-01,Single-Family,0.0
Fairburn,Jan 2024,2024-01-01,Multi-Family,0.0
Fairburn,Jan 2024,2024-01-01,Single-Family,1.0
Fairburn,Feb 2024,2024-02-01,Multi-Family,0.0
Fairburn,Feb 2024,2024-02-01,Single-Family,3.0
Fairburn,Mar 2024,2024-03-01,Multi-Family,0.0
Fairburn,Mar 2024,2024-03-01,Single-Family,0.0
Fairburn,Apr 2024,2024-04-01,Multi-Family,0.0
Fairburn,Apr 2024,2024-04-01,Single-Family,0.0
Fairburn,May 2024,2024-05-01,Multi-Family,0.0
Fairburn,May 2024,2024-05-01,Single-Family,6.0
Fairburn,Jun 2024,2024-06-01,Multi-Family,0.0
Fairburn,Jun 2024,2024-06-01,Single-Family,1.0
Fairburn,Jul 2024,2024-07-01,Multi-Family,0.0
Fairburn,Jul 2024,2024-07-01,Single-Family,3.0
Fairburn,Aug 2024,2024-08-01,Multi-Family,0.0
Fairburn,Aug 2024,2024-08-01,Single-Family,4.0
Fairburn,Sep 2024,2024-09-01,Multi-Family,0.0
Fairburn,Sep 2024,2024-09-01,Single-Family,4.0
Fayetteville,Apr 2023,2023-04-01,Multi-Family,0.0
Fayetteville,Apr 2023,2023-04-01,Single-Family,13.0
Fayetteville,May 2023,2023-05-01,Multi-Family,0.0
Fayetteville,May 2023,2023-05-01,Single-Family,23.0
Fayetteville,Jun 2023,2023-06-01,Multi-Family,0.0
Fayetteville,Jun 2023,2023-06-01,Single-Family,0.0
Fayetteville,Jul 2023,2023-07-01,Multi-Family,0.0
Fayetteville,Jul 2023,2023-07-01,Single-Family,10.0
Fayetteville,Aug 2023,2023-08-01,Multi-Family,0.0
Fayetteville,Aug 2023,2023-08-01,Single-Family,3.0
Fayetteville,Sep 2023,2023-09-01,Multi-Family,0.0
Fayetteville,Sep 2023,2023-09-01,Single-Family,5.0
Fayetteville,Oct 2023,2023-10-01,Multi-Family,0.0
Fayetteville,Oct 2023,2023-10-01,Single-Family,8.0
Fayetteville,Nov 2023,2023-11-01,Multi-Family,0.0
Fayetteville,Nov 2023,2023-11-01,Single-Family,12.0
Fayetteville,Dec 2023,2023-12-01,Multi-Family,0.0
Fayetteville,Dec 2023,2023-12-01,Single-Family,0.0
Fayetteville,Jan 2024,2024-01-01,Multi-Family,0.0
Fayetteville,Jan 2024,2024-01-01,Single-Family,2.0
Fayetteville,Feb 2024,2024-02-01,Multi-Family,0.0
Fayetteville,Feb 2024,2024-02-01,Single-Family,2.0
Fayetteville,Mar 2024,2024-03-01,Multi-Family,0.0
Fayetteville,Mar 2024,2024-03-01,Single-Family,5.0
Fayetteville,Apr 2024,2024-04-01,Multi-Family,0.0
Fayetteville,Apr 2024,2024-04-01,Single-Family,1.0
Fayetteville,May 2024,2024-05-01,Multi-Family,0.0
Fayetteville,May 2024,2024-05-01,Single-Family,4.0
Fayetteville,Jun 2024,2024-06-01,Multi-Family,0.0
Fayetteville,Jun 2024,2024-06-01,Single-Family,7.0
Fayetteville,Jul 2024,2024-07-01,Multi-Family,0.0
Fayetteville,Jul 2024,2024-07-01,Single-Family,2.0
Fayetteville,Aug 2024,2024-08-01,Multi-Family,0.0
Fayetteville,Aug 2024,2024-08-01,Single-Family,25.0
Fayetteville,Sep 2024,2024-09-01,Multi-Family,0.0
Fayetteville,Sep 2024,2024-09-01,Single-Family,1.0
Forest Park,Apr 2023,2023-04-01,Multi-Family,0.0
Forest Park,Apr 2023,2023-04-01,Single-Family,0.0
Forest Park,May 2023,2023-05-01,Multi-Family,0.0
Forest Park,May 2023,2023-05-01,Single-Family,1.0
Forest Park,Jun 2023,2023-06-01,Multi-Family,0.0
Forest Park,Jun 2023,2023-06-01,Single-Family,0.0
Forest Park,Jul 2023,2023-07-01,Multi-Family,0.0
Forest Park,Jul 2023,2023-07-01,Single-Family,0.0
Forest Park,Aug 2023,2023-08-01,Multi-Family,0.0
Forest Park,Aug 2023,2023-08-01,Single-Family,0.0
Forest Park,Sep 2023,2023-09-01,Multi-Family,0.0
Forest Park,Sep 2023,2023-09-01,Single-Family,0.0
Forest Park,Oct 2023,2023-10-01,Multi-Family,0.0
Forest Park,Oct 2023,2023-10-01,Single-Family,0.0
Forest Park,Nov 2023,2023-11-01,Multi-Family,0.0
Forest Park,Nov 2023,2023-11-01,Single-Family,0.0
Forest Park,Dec 2023,2023-12-01,Multi-Family,0.0
Forest Park,Dec 2023,2023-12-01,Single-Family,0.0
Forest Park,Jan 2024,2024-01-01,Multi-Family,0.0
Forest Park,Jan 2024,2024-01-01,Single-Family,0.0
Forest Park,Feb 2024,2024-02-01,Multi-Family,0.0
Forest Park,Feb 2024,2024-02-01,Single-Family,0.0
Forest Park,Mar 2024,2024-03-01,Multi-Family,0.0
Forest Park,Mar 2024,2024-03-01,Single-Family,0.0
