county_name,date,month_year,year,Series,Permits
Gwinnett,2024-02-01,Feb 2024,2024,Multi-Family,0.0
Gwinnett,2024-03-01,Mar 2024,2024,Single-Family,624.0
Gwinnett,2024-03-01,Mar 2024,2024,Multi-Family,370.0
Gwinnett,2024-04-01,Apr 2024,2024,Single-Family,473.0
Gwinnett,2024-04-01,Apr 2024,2024,Multi-Family,0.0
Gwinnett,2024-05-01,May 2024,2024,Single-Family,470.0
Gwinnett,2024-05-01,May 2024,2024,Multi-Family,0.0
Gwinnett,2024-06-01,Jun 2024,2024,Single-Family,402.0
Gwinnett,2024-06-01,Jun 2024,2024,Multi-Family,0.0
Gwinnett,2024-07-01,Jul 2024,2024,Single-Family,341.0
Gwinnett,2024-07-01,Jul 2024,2024,Multi-Family,6.0
Henry,2023-02-01,Feb 2023,2023,Single-Family,133.0
Henry,2023-02-01,Feb 2023,2023,Multi-Family,0.0
Henry,2023-03-01,Mar 2023,2023,Single-Family,202.0
Henry,2023-03-01,Mar 2023,2023,Multi-Family,0.0
Henry,2023-04-01,Apr 2023,2023,Single-Family,112.0
Henry,2023-04-01,Apr 2023,2023,Multi-Family,0.0
Henry,2023-05-01,May 2023,2023,Single-Family,98.0
Henry,2023-05-01,May 2023,2023,Multi-Family,294.0
Henry,2023-06-01,Jun 2023,2023,Single-Family,164.0
Henry,2023-06-01,Jun 2023,2023,Multi-Family,0.0
Henry,2023-07-01,Jul 2023,2023,Single-Family,202.0
Henry,2023-07-01,Jul 2023,2023,Multi-Family,84.0
Henry,2023-08-01,Aug 2023,2023,Single-Family,173.0
Henry,2023-08-01,Aug 2023,2023,Multi-Family,0.0
Henry,2023-09-01,Sep 2023,2023,Single-Family,108.0
Henry,2023-09-01,Sep 2023,2023,Multi-Family,0.0
Henry,2023-10-01,Oct 2023,2023,Single-Family,151.0
Henry,2023-10-01,Oct 2023,2023,Multi-Family,0.0
Henry,2023-11-01,Nov 2023,2023,Single-Family,155.0
Henry,2023-11-01,Nov 2023,2023,Multi-Family,72.0
Henry,2023-12-01,Dec 2023,2023,Single-Family,126.0
Henry,2023-12-01,Dec 2023,2023,Multi-Family,0.0
Henry,2024-01-01,Jan 2024,2024,Single-Family,111.0
Henry,2024-01-01,Jan 2024,2024,Multi-Family,0.0
Henry,2024-02-01,Feb 2024,2024,Single-Family,130.0
Henry,2024-02-01,Feb 2024,2024,Multi-Family,0.0
Henry,2024-03-01,Mar 2024,2024,Single-Family,219.0
Henry,2024-03-01,Mar 2024,2024,Multi-Family,0.0
Henry,2024-04-01,Apr 2024,2024,Single-Family,151.0
Henry,2024-04-01,Apr 2024,2024,Multi-Family,0.0
Henry,2024-05-01,May 2024,2024,Single-Family,135.0
Henry,2024-05-01,May 2024,2024,Multi-Family,0.0
Henry,2024-06-01,Jun 2024,2024,Single-Family,145.0
Henry,2024-06-01,Jun 2024,2024,Multi-Family,0.0
Henry,2024-07-01,Jul 2024,2024,Single-Family,159.0
Henry,2024-07-01,Jul 2024,2024,Multi-Family,0.0
Metro,2023-02-01,Feb 2023,2023,Multi-Family,1966.0
Metro,2023-02-01,Feb 2023,2023,Single-Family,998.0
Metro,2023-03-01,Mar 2023,2023,Multi-Family,427.0
Metro,2023-03-01,Mar 2023,2023,Single-Family,1470.0
Metro,2023-04-01,Apr 2023,2023,Multi-Family,849.0
Metro,2023-04-01,Apr 2023,2023,Single-Family,1363.0
Metro,2023-05-01,May 2023,2023,Multi-Family,2379.0
Metro,2023-05-01,May 2023,2023,Single-Family,1541.0
Metro,2023-06-01,Jun 2023,2023,Multi-Family,953.0
Metro,2023-06-01,Jun 2023,2023,Single-Family,1459.0
Metro,2023-07-01,Jul 2023,2023,Multi-Family,1148.0
Metro,2023-07-01,Jul 2023,2023,Single-Family,1622.0
Metro,2023-08-01,Aug 2023,2023,Multi-Family,621.0
Metro,2023-08-01,Aug 2023,2023,Single-Family,1466.0
Metro,2023-09-01,Sep 2023,2023,Multi-Family,315.0
Metro,2023-09-01,Sep 2023,2023,Single-Family,1142.0
Metro,2023-10-01,Oct 2023,2023,Multi-Family,1112.0
Metro,2023-10-01,Oct 2023,2023,Single-Family,1110.0
