year_month,date,Level,Name,SF_permits,SF_value,MF_permits,MF_value,2U_permits,2U_value,3-4U_permits,3-4U_value,5+U_permits,5+U_value
202411,Nov 2024,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Acworth,13,3489380,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Acworth,21,5392130,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Acworth,1,282040,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Acworth,17,4176040,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Acworth,4,1769600,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Acworth,4,911100,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Acworth,4,978450,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Acworth,13,3190760,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Acworth,1,315000,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Acworth,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Acworth,1,730000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Adairsville,11,1911000,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Adairsville,1,145233,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Adairsville,11,1980000,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Adairsville,5,1077700,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Adairsville,2,290466,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Adairsville,4,835600,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Adairsville,5,610400,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Adairsville,5,174000,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Adairsville,4,885000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Adairsville,4,733500,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Adairsville,1,205300,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Adairsville,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Adairsville,6,1387812,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Adairsville,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Adairsville,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Adairsville,19,1050175,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Adairsville,7,1087487,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Adairsville,5,1557122,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Adel,1,276956,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Adel,2,553912,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Adel,2,553912,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Adel,1,276956,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Adel,2,553912,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Adel,1,200695,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Adel,2,401389,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Adel,2,436053,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Ailey,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Alamo,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Albany,2,652166,5,554018,0,0,0,0,5,554018
202412,Dec 2024,City/Other,Albany,2,652166,5,554018,0,0,0,0,5,554018
202501,Jan 2025,City/Other,Albany,2,652166,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Albany,2,652166,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Albany,2,652166,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Albany,2,651054,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Albany,2,651054,5,554018,0,0,0,0,5,554018
202506,Jun 2025,City/Other,Albany,5,769121,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Albany,4,733052,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Albany,3,549789,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Albany,3,549789,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Albany,3,549789,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Albany,3,549789,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Albany,3,549789,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Albany,27,7997535,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Albany,4,733052,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Albany,4,733052,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Albany,3,888615,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Alma,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Alma,1,296205,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Alpharetta,13,8504110,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Alpharetta,4,3476533,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Alpharetta,35,16591775,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Alpharetta,23,15485548,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Alpharetta,32,16225679,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Alpharetta,20,10311381,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Alpharetta,27,12265497,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Alpharetta,49,27400788,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Alpharetta,25,18985643,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Alpharetta,14,11723504,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Alpharetta,32,21806690,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Alpharetta,35,25287053,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Alpharetta,11,7020853,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Alpharetta,13,6074252,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Alpharetta,4,3444499,14,3364957,0,0,0,0,14,3364957
202602,Feb 2026,City/Other,Alpharetta,14,9206970,280,62886137,0,0,0,0,280,62886137
202603,Mar 2026,City/Other,Alpharetta,11,9279437,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Alpharetta,32,13497025,10,768293,0,0,0,0,10,768293
202411,Nov 2024,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Alto,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Americus,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Appling,1,111111,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Appling,1,111111,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Appling,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Appling,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Appling,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Appling,2,1156347,0,0,0,0,0,0,0,0
202505,May 2025,County,Appling,1,578174,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Appling,1,578174,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Appling,2,1156347,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Appling,2,1156347,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Appling,1,578174,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Appling,2,1156347,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Appling,1,578174,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Appling,1,578174,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Appling,1,578174,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Appling,1,578174,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Appling,1,578174,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Appling,1,110000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Arabi,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Arabi,1,40000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Aragon,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Arcade,1,287588,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Arcade,1,287588,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Arcade,1,266504,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Arcade,5,1480083,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Arcade,1,296017,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Arcade,1,296017,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Arcade,1,296017,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Arcade,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Arcade,8,2491395,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Arlington,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Athens-Clarke County,22,4881133,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Athens-Clarke County,10,2503999,179,37875303,0,0,0,0,179,37875303
202501,Jan 2025,City/Other,Athens-Clarke County,27,4644990,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Athens-Clarke County,20,4508735,30,3038442,0,0,0,0,30,3038442
202503,Mar 2025,City/Other,Athens-Clarke County,17,3704245,432,63980993,0,0,0,0,432,63980993
202504,Apr 2025,City/Other,Athens-Clarke County,10,2315467,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Athens-Clarke County,14,3843391,5,391146,0,0,0,0,5,391146
202506,Jun 2025,City/Other,Athens-Clarke County,7,2007180,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Athens-Clarke County,18,3759186,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Athens-Clarke County,10,2334713,46,5247409,0,0,0,0,46,5247409
202509,Sep 2025,City/Other,Athens-Clarke County,6,985360,9,603482,0,0,0,0,9,603482
202510,Oct 2025,City/Other,Athens-Clarke County,41,8709069,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Athens-Clarke County,48,9638390,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Athens-Clarke County,8,1863912,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Athens-Clarke County,38,7336307,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Athens-Clarke County,20,3830015,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Athens-Clarke County,34,7548469,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Athens-Clarke County,20,4275632,83,11648855,0,0,0,0,83,11648855
202411,Nov 2024,County,Atkinson,2,236364,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Atkinson,2,236364,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Atkinson,2,236364,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Atkinson,2,236364,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Atkinson,2,236364,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202505,May 2025,County,Atkinson,2,239282,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Atkinson,2,239282,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Atkinson,2,239282,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Atkinson,2,239282,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Atkinson,1,119641,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Atkinson,2,239282,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Atkinson,2,238309,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Atkinson County,2,236364,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Atkinson County,2,236364,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Atkinson County,2,236364,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Atkinson County,2,236364,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Atkinson County,2,236364,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Atkinson County,2,239282,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Atkinson County,2,239282,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Atkinson County,2,239282,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Atkinson County,2,239282,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Atkinson County,1,119641,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Atkinson County,2,239282,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Atkinson County,2,238309,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Atlanta,35,10065591,251,45319048,6,1348598,8,1025000,237,42945450
202412,Dec 2024,City/Other,Atlanta,96,27608478,1397,201067644,8,1602609,57,8301723,1332,191163312
202501,Jan 2025,City/Other,Atlanta,58,16680122,690,119043396,22,3850625,50,6390000,618,108802771
202502,Feb 2025,City/Other,Atlanta,33,9490414,486,56720521,6,1490000,4,597000,476,54633521
202503,Mar 2025,City/Other,Atlanta,39,11215944,297,44675316,0,0,86,14393440,211,30281876
202504,Apr 2025,City/Other,Atlanta,77,22793285,201,14244400,16,3265000,0,0,185,10979400
202505,May 2025,City/Other,Atlanta,46,13616768,740,112897202,20,4371780,16,2837476,704,105687946
202506,Jun 2025,City/Other,Atlanta,95,28121585,195,32532404,18,3582280,28,5332800,149,23617324
202507,Jul 2025,City/Other,Atlanta,49,14504818,469,72327759,12,2125000,4,150000,453,70052759
202508,Aug 2025,City/Other,Atlanta,31,9176517,158,26950490,10,2295000,0,0,148,24655490
202509,Sep 2025,City/Other,Atlanta,33,9768551,405,57400260,6,1225000,8,1450000,391,54725260
202510,Oct 2025,City/Other,Atlanta,35,10360584,469,63901012,4,255769,20,3345172,445,60300071
202511,Nov 2025,City/Other,Atlanta,31,9176517,387,68241895,18,3078949,20,3411200,349,61751746
202512,Dec 2025,City/Other,Atlanta,34,10064567,564,113592185,24,3652800,0,0,540,109939385
202601,Jan 2026,City/Other,Atlanta,41,12136684,226,28497149,10,2450000,4,709369,212,25337780
