Year,Level,Name,FIPS,SF_permits,SF_value,MF_permits,MF_value,2U_permits,2U_value,3-4U_permits,3-4U_value,5+U_permits,5+U_value
2024,City/Other,Sparks,13075619000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Sparks,13075619000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Sparta,13141620000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Sparta,13141620000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Springfield,13103621000,69,6148800,0,0,0,0,0,0,0,0
2025,City/Other,Springfield,13103621000,4,1150750,0,0,0,0,0,0,0,0
2024,City/Other,St. Marys,13039622000,141,42133688,24,3651878,16,2483808,8,1168070,0,0
2025,City/Other,St. Marys,13039622000,126,42800690,8,1292609,8,1292609,0,0,0,0
2024,City/Other,Stapleton,13163623000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Stapleton,13163623000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Statesboro,13031624000,162,25101300,6,665000,0,0,0,0,6,665000
2025,City/Other,Statesboro,13031624000,468,69016612,298,27686624,0,0,0,0,298,27686624
2024,City/Other,Statham,13013625000,52,10599525,0,0,0,0,0,0,0,0
2025,City/Other,Statham,13013625000,47,9376922,0,0,0,0,0,0,0,0
2024,County,Stephens,13257,54,11929825,0,0,0,0,0,0,0,0
2025,County,Stephens,13257,36,6213336,0,0,0,0,0,0,0,0
2024,City/Other,Stephens County Unincorporated Area,13257626000,7,1344875,0,0,0,0,0,0,0,0
2025,City/Other,Stephens County Unincorporated Area,13257626000,7,1344875,0,0,0,0,0,0,0,0
2024,County,Stewart,13259,0,0,0,0,0,0,0,0,0,0
2025,County,Stewart,13259,1,80000,0,0,0,0,0,0,0,0
2024,City/Other,Stewart County Unincorporated Area,13259627000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Stewart County Unincorporated Area,13259627000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Stockbridge,13151629000,185,52343341,0,0,0,0,0,0,0,0
2025,City/Other,Stockbridge,13151629000,205,59778889,0,0,0,0,0,0,0,0
2024,City/Other,Stone Mountain,13089630000,1,287588,0,0,0,0,0,0,0,0
2025,City/Other,Stone Mountain,13089630000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Stonecrest,13089629500,66,20180003,0,0,0,0,0,0,0,0
2025,City/Other,Stonecrest,13089629500,87,27669304,0,0,0,0,0,0,0,0
2024,City/Other,Sugar Hill,13135631000,251,36603428,12,1522602,0,0,4,507534,8,1015068
2025,City/Other,Sugar Hill,13135631000,129,35119213,72,12400776,0,0,0,0,72,12400776
2024,City/Other,Summerville,13055633000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Summerville,13055633000,0,0,0,0,0,0,0,0,0,0
2024,County,Sumter,13261,24,5252163,15,1406250,0,0,0,0,15,1406250
2025,County,Sumter,13261,24,7147534,12,1125000,0,0,0,0,12,1125000
2024,City/Other,Sumter County Unincorporated Area,13261635000,24,5252163,0,0,0,0,0,0,0,0
2025,City/Other,Sumter County Unincorporated Area,13261635000,24,7147534,0,0,0,0,0,0,0,0
2024,City/Other,Suwanee,13135638000,10,6460711,6,1491732,0,0,0,0,6,1491732
2025,City/Other,Suwanee,13135638000,48,28245803,14,4095392,14,4095392,0,0,0,0
2024,City/Other,Swainsboro,13107639000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Swainsboro,13107639000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Sylvester,13321642000,9,2251885,44,6245470,0,0,0,0,44,6245470
2025,City/Other,Sylvester,13321642000,4,1184820,36,5100149,0,0,0,0,36,5100149
2024,County,Talbot,13263,2,466258,0,0,0,0,0,0,0,0
2025,County,Talbot,13263,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Talbot County Unincorporated Area,13263643000,2,466258,0,0,0,0,0,0,0,0
2025,City/Other,Talbot County Unincorporated Area,13263643000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Talking Rock,13227646000,4,1142032,0,0,0,0,0,0,0,0
2025,City/Other,Talking Rock,13227646000,6,4432000,0,0,0,0,0,0,0,0
2024,City/Other,Tallapoosa,13143647000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Tallapoosa,13143647000,5,1245000,0,0,0,0,0,0,0,0
2024,City/Other,Tallulah Falls,13137648000,1,150000,0,0,0,0,0,0,0,0
2025,City/Other,Tallulah Falls,13137648000,1,340411,0,0,0,0,0,0,0,0
2024,City/Other,Talmo,13157650000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Talmo,13157650000,101,30800000,0,0,0,0,0,0,0,0
2024,County,Tattnall,13267,52,10188250,0,0,0,0,0,0,0,0
2025,County,Tattnall,13267,74,21334350,0,0,0,0,0,0,0,0
2024,City/Other,Tattnall County Unincorporated Area,13267652000,36,5346000,0,0,0,0,0,0,0,0
2025,City/Other,Tattnall County Unincorporated Area,13267652000,56,16587480,0,0,0,0,0,0,0,0
2024,County,Taylor,13269,12,3212505,0,0,0,0,0,0,0,0
2025,County,Taylor,13269,14,4019862,0,0,0,0,0,0,0,0
2024,City/Other,Taylor County Unincorporated Area,13269653000,11,3162505,0,0,0,0,0,0,0,0
2025,City/Other,Taylor County Unincorporated Area,13269653000,14,4019862,0,0,0,0,0,0,0,0
2024,County,Telfair,13271,0,0,0,0,0,0,0,0,0,0
2025,County,Telfair,13271,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Temple,13045657000,82,23499661,0,0,0,0,0,0,0,0
2025,City/Other,Temple,13045657000,62,18353034,37,6372621,0,0,0,0,37,6372621
2024,City/Other,Tennille,13303658000,1,75000,0,0,0,0,0,0,0,0
2025,City/Other,Tennille,13303658000,0,0,0,0,0,0,0,0,0,0
2024,County,Terrell,13273,5,1161256,0,0,0,0,0,0,0,0
2025,County,Terrell,13273,5,1161256,0,0,0,0,0,0,0,0
2024,City/Other,Terrell County Unincorporated Area,13273659000,3,907922,0,0,0,0,0,0,0,0
2025,City/Other,Terrell County Unincorporated Area,13273659000,3,907922,0,0,0,0,0,0,0,0
2024,County,Thomas,13275,141,36255316,72,5821921,0,0,0,0,72,5821921
2025,County,Thomas,13275,131,38204363,72,23267684,0,0,0,0,72,23267684
2024,City/Other,Thomas County Unincorporated Area,13275661000,95,24841641,72,5821921,0,0,0,0,72,5821921
2025,City/Other,Thomas County Unincorporated Area,13275661000,88,24967766,72,23267684,0,0,0,0,72,23267684
2024,City/Other,Thomaston,13293662000,9,4039620,4,387196,0,0,4,387196,0,0
2025,City/Other,Thomaston,13293662000,8,2668706,0,0,0,0,0,0,0,0
2024,City/Other,Thomasville,13275663000,46,11413675,0,0,0,0,0,0,0,0
2025,City/Other,Thomasville,13275663000,43,13236597,0,0,0,0,0,0,0,0
2024,City/Other,Thunderbolt,13051665000,3,960000,0,0,0,0,0,0,0,0
2025,City/Other,Thunderbolt,13051665000,2,498970,0,0,0,0,0,0,0,0
2024,County,Tift,13277,116,15455673,60,5089284,0,0,0,0,60,5089284
2025,County,Tift,13277,111,14537008,66,5598213,0,0,0,0,66,5598213
2024,City/Other,Tift County Unincorporated Area,13277666000,84,11325221,0,0,0,0,0,0,0,0
2025,City/Other,Tift County Unincorporated Area,13277666000,80,10535633,0,0,0,0,0,0,0,0
2024,City/Other,Tifton,13277667000,32,4130452,60,5089284,0,0,0,0,60,5089284
2025,City/Other,Tifton,13277667000,31,4001375,66,5598213,0,0,0,0,66,5598213
2024,City/Other,Toccoa,13257670000,47,10584950,0,0,0,0,0,0,0,0
2025,City/Other,Toccoa,13257670000,29,4868461,0,0,0,0,0,0,0,0
2024,County,Toombs,13279,9,1507500,24,2391705,18,1266705,6,1125000,0,0
2025,County,Toombs,13279,19,2483000,16,925000,0,0,6,600000,10,325000
2024,County,Towns,13281,96,43136303,2,500000,2,500000,0,0,0,0
2025,County,Towns,13281,84,41122115,0,0,0,0,0,0,0,0
2024,City/Other,Towns County Unincorporated Area,13281673000,91,40720303,0,0,0,0,0,0,0,0
2025,City/Other,Towns County Unincorporated Area,13281673000,76,36974770,0,0,0,0,0,0,0,0
2024,City/Other,Trenton,13083674000,9,1690000,0,0,0,0,0,0,0,0
2025,City/Other,Trenton,13083674000,5,1371845,4,646304,4,646304,0,0,0,0
2024,County,Treutlen,13283,0,0,0,0,0,0,0,0,0,0
2025,County,Treutlen,13283,0,0,4,200000,0,0,4,200000,0,0
2024,City/Other,Trion,13055676000,2,506434,0,0,0,0,0,0,0,0
2025,City/Other,Trion,13055676000,2,506434,0,0,0,0,0,0,0,0
2024,County,Troup,13285,400,135283734,2,300000,2,300000,0,0,0,0
2025,County,Troup,13285,418,130606433,300,59384389,10,1784389,0,0,290,57600000
2024,City/Other,Troup County Unincorporated Area,13285677000,131,48381766,0,0,0,0,0,0,0,0
2025,City/Other,Troup County Unincorporated Area,13285677000,92,33796371,0,0,0,0,0,0,0,0
2024,City/Other,Tucker,13089677800,39,19787651,0,0,0,0,0,0,0,0
2025,City/Other,Tucker,13089677800,7,2832127,0,0,0,0,0,0,0,0
2024,City/Other,Turin,13077679000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Turin,13077679000,2,330000,0,0,0,0,0,0,0,0
2024,County,Turner,13287,4,1210562,0,0,0,0,0,0,0,0
2025,County,Turner,13287,3,888615,0,0,0,0,0,0,0,0
2024,City/Other,Turner County,13287680000,4,1210562,0,0,0,0,0,0,0,0
2025,City/Other,Turner County,13287680000,3,888615,0,0,0,0,0,0,0,0
2024,County,Twiggs,13289,7,1440000,0,0,0,0,0,0,0,0
2025,County,Twiggs,13289,13,5260000,0,0,0,0,0,0,0,0
2024,City/Other,Twiggs County Unincorporated Area,13289681000,7,1440000,0,0,0,0,0,0,0,0
2025,City/Other,Twiggs County Unincorporated Area,13289681000,13,5260000,0,0,0,0,0,0,0,0
2024,City/Other,Twin City,13107682000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Twin City,13107682000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Tybee Island,13051684000,11,5740000,0,0,0,0,0,0,0,0
2025,City/Other,Tybee Island,13051684000,13,8127741,0,0,0,0,0,0,0,0
2024,City/Other,Tyrone,13113685000,16,7142380,0,0,0,0,0,0,0,0
2025,City/Other,Tyrone,13113685000,14,6231166,0,0,0,0,0,0,0,0
2024,County,Union,13291,281,116134103,0,0,0,0,0,0,0,0
2025,County,Union,13291,264,113594722,0,0,0,0,0,0,0,0
2024,City/Other,Union City,13121687000,269,63075972,652,85453648,0,0,8,406717,644,85046931
2025,City/Other,Union City,13121687000,232,51100458,380,49695648,0,0,6,305038,374,49390610
2024,City/Other,Union County,13291688000,281,116134103,0,0,0,0,0,0,0,0
2025,City/Other,Union County,13291688000,264,113594722,0,0,0,0,0,0,0,0
2024,County,Upson,13293,129,36035000,4,387196,0,0,4,387196,0,0
2025,County,Upson,13293,127,36929312,0,0,0,0,0,0,0,0
2024,City/Other,Upson County Unincorporated Area,13293690000,59,15507367,0,0,0,0,0,0,0,0
2025,City/Other,Upson County Unincorporated Area,13293690000,55,16961708,0,0,0,0,0,0,0,0
2024,City/Other,Valdosta,13185692000,545,130767547,0,0,0,0,0,0,0,0
2025,City/Other,Valdosta,13185692000,507,122891396,0,0,0,0,0,0,0,0
2024,City/Other,Vernonburg,13051694000,1,287588,0,0,0,0,0,0,0,0
2025,City/Other,Vernonburg,13051694000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Vidalia,13279696000,9,1507500,24,2391705,18,1266705,6,1125000,0,0
2025,City/Other,Vidalia,13279696000,19,2483000,16,925000,0,0,6,600000,10,325000
2024,City/Other,Villa Rica,13045698000,234,73738000,143,19710376,0,0,0,0,143,19710376
2025,City/Other,Villa Rica,13045698000,336,116051609,252,38513870,0,0,0,0,252,38513870
2024,City/Other,Wadley,13163701000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Wadley,13163701000,0,0,0,0,0,0,0,0,0,0
2024,County,Walker,13295,317,80513855,27,1280000,0,0,3,300000,24,980000
2025,County,Walker,13295,281,96009539,18,1571152,18,1571152,0,0,0,0
2024,City/Other,Walker County Unincorporated Area,13295703000,276,73866000,0,0,0,0,0,0,0,0
2025,City/Other,Walker County Unincorporated Area,13295703000,244,87625000,0,0,0,0,0,0,0,0
2024,City/Other,Walnut Grove,13297704000,26,7477296,0,0,0,0,0,0,0,0
2025,City/Other,Walnut Grove,13297704000,8,2033547,0,0,0,0,0,0,0,0
2024,County,Walton,13297,648,180712285,20,3186100,0,0,3,425000,17,2761100
2025,County,Walton,13297,549,164598745,20,2821025,0,0,4,534058,16,2286967
2024,City/Other,Walton County Unincorporated Area,13297706000,513,147137509,0,0,0,0,0,0,0,0
2025,City/Other,Walton County Unincorporated Area,13297706000,387,113488056,0,0,0,0,0,0,0,0
2024,County,Ware,13299,37,5994870,13,981631,6,398640,7,582991,0,0
2025,County,Ware,13299,36,5297379,83,5713683,8,743290,3,170393,72,4800000
2024,City/Other,Ware County Unincorporated Area,13299707000,30,4338870,10,625831,6,398640,4,227191,0,0
2025,City/Other,Ware County Unincorporated Area,13299707000,28,3897379,7,436153,4,265760,3,170393,0,0
2024,City/Other,Warm Springs,13199708000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Warm Springs,13199708000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Warner Robins,13153709000,425,95131112,330,14789222,0,0,0,0,330,14789222
2025,City/Other,Warner Robins,13153709000,342,60215516,0,0,0,0,0,0,0,0
2024,County,Warren,13301,0,0,0,0,0,0,0,0,0,0
2025,County,Warren,13301,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Warrenton,13301711000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Warrenton,13301711000,0,0,0,0,0,0,0,0,0,0
2024,County,Washington,13303,48,13953827,0,0,0,0,0,0,0,0
2024,City/Other,Washington,13317713000,34,5997960,12,1800000,0,0,12,1800000,0,0
2025,County,Washington,13303,99,28991885,0,0,0,0,0,0,0,0
2025,City/Other,Washington,13317713000,5,1036102,8,950000,0,0,8,950000,0,0
2024,City/Other,Washington County Unincorporated Area,13303714000,45,13618827,0,0,0,0,0,0,0,0
2025,City/Other,Washington County Unincorporated Area,13303714000,97,28731885,0,0,0,0,0,0,0,0
2024,City/Other,Watkinsville,13219715000,119,55011261,0,0,0,0,0,0,0,0
2025,City/Other,Watkinsville,13219715000,109,50399363,0,0,0,0,0,0,0,0
2024,City/Other,Waycross,13299718000,7,1656000,3,355800,0,0,3,355800,0,0
2025,City/Other,Waycross,13299718000,8,1400000,76,5277530,4,477530,0,0,72,4800000
2024,County,Wayne,13305,133,28675043,32,2374000,24,1674000,8,700000,0,0
2025,County,Wayne,13305,98,22099450,4,396000,4,396000,0,0,0,0
2024,City/Other,Wayne County Unincorporated Area,13305719000,105,22327578,18,1080000,18,1080000,0,0,0,0
2025,City/Other,Wayne County Unincorporated Area,13305719000,70,16375700,0,0,0,0,0,0,0,0
2024,City/Other,Waynesboro,13033720000,5,932667,0,0,0,0,0,0,0,0
2025,City/Other,Waynesboro,13033720000,3,480000,48,11249462,0,0,0,0,48,11249462
2024,County,Webster,13307,9,1240000,0,0,0,0,0,0,0,0
2025,County,Webster,13307,9,1240000,0,0,0,0,0,0,0,0
2024,City/Other,Webster County Unincorporated Area,13307721000,9,1240000,0,0,0,0,0,0,0,0
2025,City/Other,Webster County Unincorporated Area,13307721000,9,1240000,0,0,0,0,0,0,0,0
2024,City/Other,West Point,13285723000,29,3335000,0,0,0,0,0,0,0,0
2025,City/Other,West Point,13285723000,28,3220000,0,0,0,0,0,0,0,0
2024,County,Wheeler,13309,0,0,0,0,0,0,0,0,0,0
2025,County,Wheeler,13309,0,0,0,0,0,0,0,0,0,0
2024,County,White,13311,180,48741134,0,0,0,0,0,0,0,0
2024,City/Other,White,13015729000,1,287588,0,0,0,0,0,0,0,0
2025,County,White,13311,188,54009905,2,500000,2,500000,0,0,0,0
2025,City/Other,White,13015729000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,White County Unincorporated Area,13311727000,147,43807466,0,0,0,0,0,0,0,0
2025,City/Other,White County Unincorporated Area,13311727000,155,46188505,0,0,0,0,0,0,0,0
2024,County,Whitfield,13313,270,47861269,104,8230469,48,3133641,21,2764078,35,2332750
2025,County,Whitfield,13313,297,62208791,112,9691550,112,9691550,0,0,0,0
2024,City/Other,Whitfield County Unincorporated Area,13313731000,262,45577205,104,8230469,48,3133641,21,2764078,35,2332750
2025,City/Other,Whitfield County Unincorporated Area,13313731000,284,58360574,112,9691550,112,9691550,0,0,0,0
2024,County,Wilkes,13317,49,10556960,24,3600000,0,0,24,3600000,0,0
2025,County,Wilkes,13317,29,7458863,8,950000,0,0,8,950000,0,0
2024,City/Other,Wilkes County Unincorporated Area,13317733000,15,4559000,12,1800000,0,0,12,1800000,0,0
2025,City/Other,Wilkes County Unincorporated Area,13317733000,24,6422761,0,0,0,0,0,0,0,0
2024,County,Wilkinson,13319,0,0,0,0,0,0,0,0,0,0
2025,County,Wilkinson,13319,18,4500000,0,0,0,0,0,0,0,0
2024,City/Other,Wilkinson County Unincorporated Area,13319734000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Wilkinson County Unincorporated Area,13319734000,18,4500000,0,0,0,0,0,0,0,0
2024,City/Other,Winder,13013737000,251,76524646,67,25867894,0,0,0,0,67,25867894
2025,City/Other,Winder,13013737000,305,105287869,0,0,0,0,0,0,0,0
2024,City/Other,Woodbine,13039739000,8,1000000,0,0,0,0,0,0,0,0
2025,City/Other,Woodbine,13039739000,7,776375,0,0,0,0,0,0,0,0
2024,City/Other,Woodbury,13199740000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Woodbury,13199740000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Woodland,13263741000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Woodland,13263741000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Woodstock,13057742000,296,172576203,0,0,0,0,0,0,0,0
2025,City/Other,Woodstock,13057742000,222,112745626,0,0,0,0,0,0,0,0
2024,County,Worth,13321,32,8124061,44,6245470,0,0,0,0,44,6245470
2025,County,Worth,13321,25,6729066,36,5100149,0,0,0,0,36,5100149
2024,City/Other,Worth County Unincorporated Area,13321745000,23,5872176,0,0,0,0,0,0,0,0
2025,City/Other,Worth County Unincorporated Area,13321745000,21,5544246,0,0,0,0,0,0,0,0
2024,City/Other,Wrightsville,13167747000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Wrightsville,13167747000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Yatesville,13293748000,61,16488013,0,0,0,0,0,0,0,0
2025,City/Other,Yatesville,13293748000,64,17298898,0,0,0,0,0,0,0,0
2024,City/Other,Young Harris,13281749000,4,1800000,0,0,0,0,0,0,0,0
2025,City/Other,Young Harris,13281749000,4,1800000,0,0,0,0,0,0,0,0
