Year,Level,Name,FIPS,SF_permits,SF_value,MF_permits,MF_value,2U_permits,2U_value,3-4U_permits,3-4U_value,5+U_permits,5+U_value
2024,City/Other,Danville,13289203000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Danville,13289203000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Darien,13191205000,36,7200000,0,0,0,0,0,0,0,0
2025,City/Other,Darien,13191205000,16,3070000,0,0,0,0,0,0,0,0
2024,City/Other,Dasher,13185205300,0,0,0,0,0,0,0,0,0,0
2024,County,Dawson,13085,878,269310522,9,2372660,0,0,9,2372660,0,0
2024,City/Other,Dawson,13273207000,2,253334,0,0,0,0,0,0,0,0
2025,County,Dawson,13085,1069,232091146,0,0,0,0,0,0,0,0
2025,City/Other,Dawson,13273207000,2,253334,0,0,0,0,0,0,0,0
2024,City/Other,Dawson County Unincorporated Area,13085208000,854,260536486,0,0,0,0,0,0,0,0
2025,City/Other,Dawson County Unincorporated Area,13085208000,629,165025133,0,0,0,0,0,0,0,0
2024,City/Other,Dawsonville,13085209000,24,8774036,9,2372660,0,0,9,2372660,0,0
2025,City/Other,Dawsonville,13085209000,440,67066013,0,0,0,0,0,0,0,0
2024,County,DeKalb,13089,853,318369872,385,12555148,0,0,0,0,385,12555148
2025,County,DeKalb,13089,805,326456160,516,94015667,2,302765,4,615150,510,93097752
2024,City/Other,DeKalb County Unincorporated Area,13089210000,557,159812200,15,1658348,0,0,0,0,15,1658348
2025,City/Other,DeKalb County Unincorporated Area,13089210000,400,119748063,83,11917915,2,302765,4,615150,77,11000000
2024,County,Decatur,13087,82,16234816,56,4951345,6,299559,0,0,50,4651786
2024,City/Other,Decatur,13089213000,18,9290353,370,10896800,0,0,0,0,370,10896800
2025,County,Decatur,13087,75,14838638,60,5499111,0,0,0,0,60,5499111
2025,City/Other,Decatur,13089213000,30,16878000,0,0,0,0,0,0,0,0
2024,City/Other,Decatur County Unincorporated Area,13087214000,27,5517897,0,0,0,0,0,0,0,0
2025,City/Other,Decatur County Unincorporated Area,13087214000,25,5109164,0,0,0,0,0,0,0,0
2024,City/Other,Demorest,13137216000,26,7477296,0,0,0,0,0,0,0,0
2025,City/Other,Demorest,13137216000,27,7764884,0,0,0,0,0,0,0,0
2024,City/Other,Dillard,13241219000,1,399825,0,0,0,0,0,0,0,0
2025,City/Other,Dillard,13241219000,0,0,0,0,0,0,0,0,0,0
2024,County,Dodge,13091,5,1464580,26,536619,0,0,0,0,26,536619
2025,County,Dodge,13091,5,1299998,0,0,0,0,0,0,0,0
2024,City/Other,Dodge County Unincorporated Area,13091220000,3,859299,0,0,0,0,0,0,0,0
2025,City/Other,Dodge County Unincorporated Area,13091220000,3,859299,0,0,0,0,0,0,0,0
2024,City/Other,Doerun,13071221000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Doerun,13071221000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Donalsonville,13253222000,0,0,10,700000,0,0,0,0,10,700000
2025,City/Other,Donalsonville,13253222000,22,2991200,0,0,0,0,0,0,0,0
2024,County,Dooly,13093,46,19100000,0,0,0,0,0,0,0,0
2025,County,Dooly,13093,22,4594599,0,0,0,0,0,0,0,0
2024,City/Other,Dooly County Unincorporated Area,13093224000,46,19100000,0,0,0,0,0,0,0,0
2025,City/Other,Dooly County Unincorporated Area,13093224000,22,4594599,0,0,0,0,0,0,0,0
2024,City/Other,Doraville,13089225000,5,1512896,0,0,0,0,0,0,0,0
2025,City/Other,Doraville,13089225000,82,24273368,0,0,0,0,0,0,0,0
2024,County,Dougherty,13095,25,8138170,20,2216072,0,0,0,0,20,2216072
2025,County,Dougherty,13095,32,9478560,0,0,0,0,0,0,0,0
2024,County,Douglas,13097,532,103125052,106,15094370,0,0,0,0,106,15094370
2024,City/Other,Douglas,13069227000,23,5740000,14,950000,0,0,8,650000,6,300000
2025,County,Douglas,13097,471,117286153,330,57647760,0,0,0,0,330,57647760
2025,City/Other,Douglas,13069227000,17,4176040,15,1200000,0,0,15,1200000,0,0
2024,City/Other,Douglas County Unincorporated Area,13097228000,288,33129135,0,0,0,0,0,0,0,0
2025,City/Other,Douglas County Unincorporated Area,13097228000,228,40409769,211,36341163,0,0,0,0,211,36341163
2024,City/Other,Douglasville,13097229000,244,69995917,106,15094370,0,0,0,0,106,15094370
2025,City/Other,Douglasville,13097229000,243,76876384,119,21306597,0,0,0,0,119,21306597
2024,City/Other,Dublin,13175231000,24,4486455,24,2979207,0,0,0,0,24,2979207
2025,City/Other,Dublin,13175231000,31,6174933,64,8075150,0,0,0,0,64,8075150
2024,City/Other,Duluth,13135233000,191,85128728,0,0,0,0,0,0,0,0
2025,City/Other,Duluth,13135233000,101,44801121,0,0,0,0,0,0,0,0
2024,City/Other,Dunwoody,13089233500,12,7485454,0,0,0,0,0,0,0,0
2025,City/Other,Dunwoody,13089233500,14,9285498,0,0,0,0,0,0,0,0
2024,County,Early,13099,11,2117445,0,0,0,0,0,0,0,0
2025,County,Early,13099,12,3554460,0,0,0,0,0,0,0,0
2024,City/Other,Early County Unincorporated Area,13099234000,11,2117445,0,0,0,0,0,0,0,0
2025,City/Other,Early County Unincorporated Area,13099234000,12,3554460,0,0,0,0,0,0,0,0
2024,City/Other,East Dublin,13175235000,5,1087500,0,0,0,0,0,0,0,0
2025,City/Other,East Dublin,13175235000,7,1522500,0,0,0,0,0,0,0,0
2024,City/Other,East Ellijay,13123236000,10,2090760,74,6836638,0,0,0,0,74,6836638
2025,City/Other,East Ellijay,13123236000,9,1881684,66,6097542,0,0,0,0,66,6097542
2024,City/Other,East Point,13121237000,101,9841411,77,5970854,0,0,0,0,77,5970854
2025,City/Other,East Point,13121237000,92,8963683,67,5195419,0,0,0,0,67,5195419
2024,City/Other,Eastman,13091238000,0,0,26,536619,0,0,0,0,26,536619
2025,City/Other,Eastman,13091238000,2,440699,0,0,0,0,0,0,0,0
2024,County,Echols,13101,3,813178,0,0,0,0,0,0,0,0
2025,County,Echols,13101,4,1184820,0,0,0,0,0,0,0,0
2024,City/Other,Echols County Unincorporated Area,13101240000,3,813178,0,0,0,0,0,0,0,0
2025,City/Other,Echols County Unincorporated Area,13101240000,4,1184820,0,0,0,0,0,0,0,0
2024,City/Other,Edison,13037242000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Edison,13037242000,0,0,0,0,0,0,0,0,0,0
2024,County,Effingham,13103,790,182824096,46,6507133,0,0,0,0,46,6507133
2025,County,Effingham,13103,212,63083763,0,0,0,0,0,0,0,0
2024,City/Other,Effingham County Unincorporated Area,13103243000,559,134022582,46,6507133,0,0,0,0,46,6507133
2025,City/Other,Effingham County Unincorporated Area,13103243000,134,39666236,0,0,0,0,0,0,0,0
2024,County,Elbert,13105,208,18591529,10,327500,10,327500,0,0,0,0
2025,County,Elbert,13105,127,26913724,2,450000,2,450000,0,0,0,0
2024,City/Other,Elbert County Unincorporated Area,13105244000,77,13456154,0,0,0,0,0,0,0,0
2025,City/Other,Elbert County Unincorporated Area,13105244000,109,21938724,0,0,0,0,0,0,0,0
2024,City/Other,Elberton,13105245000,120,1285375,10,327500,10,327500,0,0,0,0
2025,City/Other,Elberton,13105245000,7,1125000,2,450000,2,450000,0,0,0,0
2024,City/Other,Ellaville,13249246000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Ellaville,13249246000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Ellijay,13123248000,14,4236970,0,0,0,0,0,0,0,0
2025,City/Other,Ellijay,13123248000,21,6233177,50,6163050,0,0,0,0,50,6163050
2024,County,Emanuel,13107,82,5115500,0,0,0,0,0,0,0,0
2025,County,Emanuel,13107,49,9788249,0,0,0,0,0,0,0,0
2024,City/Other,Emanuel County Unincorporated Area,13107249000,82,5115500,0,0,0,0,0,0,0,0
2025,City/Other,Emanuel County Unincorporated Area,13107249000,49,9788249,0,0,0,0,0,0,0,0
2024,City/Other,Emerson,13015250000,30,9935080,0,0,0,0,0,0,0,0
2025,City/Other,Emerson,13015250000,39,13947151,0,0,0,0,0,0,0,0
2024,City/Other,Euharlee,13015254000,33,9473771,0,0,0,0,0,0,0,0
2025,City/Other,Euharlee,13015254000,57,16594815,0,0,0,0,0,0,0,0
2024,County,Evans,13109,17,3126811,9,655254,0,0,9,655254,0,0
2025,County,Evans,13109,16,2931632,9,655254,0,0,9,655254,0,0
2024,City/Other,Evans County Unincorporated Area,13109255000,9,1756611,9,655254,0,0,9,655254,0,0
2025,City/Other,Evans County Unincorporated Area,13109255000,8,1561432,9,655254,0,0,9,655254,0,0
2024,City/Other,Fairburn,13121256000,38,16596327,0,0,0,0,0,0,0,0
2025,City/Other,Fairburn,13121256000,86,40770474,0,0,0,0,0,0,0,0
2024,City/Other,Fairmount,13129257000,3,637500,0,0,0,0,0,0,0,0
2025,City/Other,Fairmount,13129257000,0,0,0,0,0,0,0,0,0,0
2024,County,Fannin,13111,376,113792864,14,1732250,4,499640,0,0,10,1232610
2025,County,Fannin,13111,356,105970263,0,0,0,0,0,0,0,0
2024,City/Other,Fannin County,13111258000,376,113792864,14,1732250,4,499640,0,0,10,1232610
2025,City/Other,Fannin County,13111258000,356,105970263,0,0,0,0,0,0,0,0
2024,City/Other,Fargo,13065258500,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Fargo,13065258500,0,0,0,0,0,0,0,0,0,0
2024,County,Fayette,13113,323,132507334,0,0,0,0,0,0,0,0
2025,County,Fayette,13113,435,167972265,0,0,0,0,0,0,0,0
2024,City/Other,Fayette County Unincorporated Area,13113259000,90,41694122,0,0,0,0,0,0,0,0
2025,City/Other,Fayette County Unincorporated Area,13113259000,195,85397475,0,0,0,0,0,0,0,0
2024,City/Other,Fayetteville,13113260000,54,16862234,0,0,0,0,0,0,0,0
2025,City/Other,Fayetteville,13113260000,141,40971272,0,0,0,0,0,0,0,0
2024,City/Other,Fitzgerald,13017261000,1,415000,0,0,0,0,0,0,0,0
2025,City/Other,Fitzgerald,13017261000,6,1111830,4,300000,4,300000,0,0,0,0
2024,City/Other,Flowery Branch,13139265000,360,103531792,24,3504211,0,0,24,3504211,0,0
2025,City/Other,Flowery Branch,13139265000,179,52624567,0,0,0,0,0,0,0,0
2024,County,Floyd,13115,355,71555850,0,0,0,0,0,0,0,0
2025,County,Floyd,13115,330,70280868,0,0,0,0,0,0,0,0
2024,City/Other,Floyd County,13115266000,355,71555850,0,0,0,0,0,0,0,0
2025,City/Other,Floyd County,13115266000,330,70280868,0,0,0,0,0,0,0,0
2024,City/Other,Forest Park,13063268000,8,1900000,0,0,0,0,0,0,0,0
2025,City/Other,Forest Park,13063268000,8,1900000,0,0,0,0,0,0,0,0
2024,County,Forsyth,13117,1692,316990510,833,123148078,0,0,23,4600000,810,118548078
2025,County,Forsyth,13117,1409,280458171,334,24123126,2,323152,4,615150,328,23184824
2024,City/Other,Forsyth County Unincorporated Area,13117270000,1409,235657111,51,5182663,0,0,0,0,51,5182663
2025,City/Other,Forsyth County Unincorporated Area,13117270000,1261,236647701,300,18362300,0,0,0,0,300,18362300
2024,City/Other,Fort Gaines,13061271000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Fort Gaines,13061271000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Fort Oglethorpe,13047272000,55,12527420,44,4750000,22,2750000,0,0,22,2000000
2025,City/Other,Fort Oglethorpe,13047272000,0,0,0,0,0,0,0,0,0,0
2024,County,Franklin,13119,215,54591617,0,0,0,0,0,0,0,0
2024,City/Other,Franklin,13149275000,14,4026236,0,0,0,0,0,0,0,0
2025,County,Franklin,13119,142,41950604,0,0,0,0,0,0,0,0
2025,City/Other,Franklin,13149275000,6,1776100,0,0,0,0,0,0,0,0
2024,City/Other,Franklin County Unincorporated Area,13119276000,145,43218391,0,0,0,0,0,0,0,0
2025,City/Other,Franklin County Unincorporated Area,13119276000,139,41423483,0,0,0,0,0,0,0,0
2024,City/Other,Franklin Springs,13119277000,15,2100000,0,0,0,0,0,0,0,0
2025,City/Other,Franklin Springs,13119277000,2,251350,0,0,0,0,0,0,0,0
2024,County,Fulton,13121,2937,930358091,8640,1327210485,104,20991679,377,63648980,8159,1242569826
2025,County,Fulton,13121,2344,811585596,7316,1061762260,156,29192203,242,38212126,6918,994357931
2024,City/Other,Gainesville,13139280000,322,65659304,457,65352508,6,510000,0,0,451,64842508
2025,City/Other,Gainesville,13139280000,395,94696477,18,1800000,0,0,0,0,18,1800000
2024,City/Other,Garden City,13051281000,11,1828160,0,0,0,0,0,0,0,0
2025,City/Other,Garden City,13051281000,1,182000,0,0,0,0,0,0,0,0
2024,City/Other,Gay,13199283000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Gay,13199283000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Geneva,13263284000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Geneva,13263284000,0,0,0,0,0,0,0,0,0,0
2024,County,Gilmer,13123,24,6327730,74,6836638,0,0,0,0,74,6836638
2025,County,Gilmer,13123,96,19121615,116,12260592,0,0,0,0,116,12260592
2024,City/Other,Gilmer County Unincorporated Area,13123289000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Gilmer County Unincorporated Area,13123289000,66,11006754,0,0,0,0,0,0,0,0
2024,City/Other,Glennville,13267292000,10,3026406,0,0,0,0,0,0,0,0
2025,City/Other,Glennville,13267292000,14,4146870,0,0,0,0,0,0,0,0
2024,County,Glynn,13127,478,205229575,256,33976995,72,7971523,48,9697629,136,16307843
2025,County,Glynn,13127,448,203976645,0,0,0,0,0,0,0,0
2024,City/Other,Glynn County,13127294000,478,205229575,256,33976995,72,7971523,48,9697629,136,16307843
2025,City/Other,Glynn County,13127294000,448,203976645,0,0,0,0,0,0,0,0
2024,City/Other,Good Hope,13297295000,9,2612056,0,0,0,0,0,0,0,0
2025,City/Other,Good Hope,13297295000,1,407379,0,0,0,0,0,0,0,0
2024,County,Gordon,13129,357,77430401,72,6163920,0,0,72,6163920,0,0
2024,City/Other,Gordon,13319296000,0,0,0,0,0,0,0,0,0,0
2025,County,Gordon,13129,289,67377101,0,0,0,0,0,0,0,0
2025,City/Other,Gordon,13319296000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Gordon County Unincorporated Area,13129297000,140,42563662,0,0,0,0,0,0,0,0
2025,City/Other,Gordon County Unincorporated Area,13129297000,118,31037301,0,0,0,0,0,0,0,0
2024,County,Grady,13131,58,15037240,0,0,0,0,0,0,0,0
2025,County,Grady,13131,55,24665826,0,0,0,0,0,0,0,0
2024,City/Other,Grady County Unincorporated Area,13131298000,40,11407340,0,0,0,0,0,0,0,0
2025,City/Other,Grady County Unincorporated Area,13131298000,52,23872826,0,0,0,0,0,0,0,0
2024,City/Other,Grantville,13077299000,6,2026105,0,0,0,0,0,0,0,0
2025,City/Other,Grantville,13077299000,17,5130340,0,0,0,0,0,0,0,0
2024,City/Other,Grayson,13135301000,107,2904560,0,0,0,0,0,0,0,0
2025,City/Other,Grayson,13135301000,33,9768551,0,0,0,0,0,0,0,0
2024,County,Greene,13133,295,266849094,0,0,0,0,0,0,0,0
2025,County,Greene,13133,311,313593740,0,0,0,0,0,0,0,0
2024,City/Other,Greene County Unincorporated Area,13133302000,295,266849094,0,0,0,0,0,0,0,0
2025,City/Other,Greene County Unincorporated Area,13133302000,311,313593740,0,0,0,0,0,0,0,0
2024,City/Other,Greensboro,13133303000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Greensboro,13133303000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Greenville,13199304000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Griffin,13255305000,22,6862214,0,0,0,0,0,0,0,0
2025,City/Other,Griffin,13255305000,22,4171838,0,0,0,0,0,0,0,0
2024,City/Other,Grovetown,13073306000,82,19431498,29,4208848,4,680000,25,3528848,0,0
2025,City/Other,Grovetown,13073306000,125,32860000,72,10327146,6,840000,35,5354636,31,4132510
2024,City/Other,Guyton,13103308000,88,25004247,0,0,0,0,0,0,0,0
2025,City/Other,Guyton,13103308000,22,6666300,0,0,0,0,0,0,0,0
2024,County,Gwinnett,13135,4300,924880683,1303,202955188,10,1825166,16,4407534,1277,196722488
2025,County,Gwinnett,13135,2950,936769609,996,201943795,20,5395392,8,2600000,968,193948403
2024,City/Other,Gwinnett County Unincorporated Area,13135309000,3301,650903098,658,97621393,4,325166,0,0,654,97296227
2025,City/Other,Gwinnett County Unincorporated Area,13135309000,2259,663551960,144,41476284,0,0,0,0,144,41476284
2024,County,Habersham,13137,232,82355684,9,2832357,0,0,4,1356712,5,1475645
2025,County,Habersham,13137,378,114248825,12,687276,0,0,0,0,12,687276
2024,City/Other,Habersham County Unincorporated Area,13137310000,153,62139993,9,2832357,0,0,4,1356712,5,1475645
2025,City/Other,Habersham County Unincorporated Area,13137310000,236,75952766,12,687276,0,0,0,0,12,687276
2024,City/Other,Hagan,13109311000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Hagan,13109311000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Hahira,13185312000,0,0,0,0,0,0,0,0,0,0
2024,County,Hall,13139,1647,456049344,692,102468819,6,510000,66,10584098,620,91374721
2025,County,Hall,13139,1892,628115277,104,14652359,0,0,18,3034236,86,11618123
2024,City/Other,Hall County Unincorporated Area,13139313000,911,267538288,5,1364400,0,0,0,0,5,1364400
2025,City/Other,Hall County Unincorporated Area,13139313000,1176,446506267,5,150000,0,0,0,0,5,150000
2024,City/Other,Hampton,13151315000,35,8633905,0,0,0,0,0,0,0,0
2025,City/Other,Hampton,13151315000,2,592033,0,0,0,0,0,0,0,0
2024,County,Hancock,13141,28,8392900,0,0,0,0,0,0,0,0
2025,County,Hancock,13141,24,7166840,0,0,0,0,0,0,0,0
2024,City/Other,Hancock County Unincorporated Area,13141316000,28,8392900,0,0,0,0,0,0,0,0
2025,City/Other,Hancock County Unincorporated Area,13141316000,24,7166840,0,0,0,0,0,0,0,0
2024,City/Other,Hapeville,13121317000,67,20902354,305,52011573,0,0,0,0,305,52011573
2025,City/Other,Hapeville,13121317000,65,11034456,0,0,0,0,0,0,0,0
2024,County,Haralson,13143,242,65872185,0,0,0,0,0,0,0,0
2024,City/Other,Haralson,13077319000,0,0,0,0,0,0,0,0,0,0
2025,County,Haralson,13143,159,44985904,0,0,0,0,0,0,0,0
2025,City/Other,Haralson,13077319000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Haralson County Unincorporated Area,13143318000,212,57244536,0,0,0,0,0,0,0,0
2025,City/Other,Haralson County Unincorporated Area,13143318000,144,40780737,0,0,0,0,0,0,0,0
2024,City/Other,Harlem,13073321000,78,22103041,0,0,0,0,0,0,0,0
2025,City/Other,Harlem,13073321000,73,21764548,0,0,0,0,0,0,0,0
2024,County,Harris,13145,189,59762632,0,0,0,0,0,0,0,0
2025,County,Harris,13145,177,56149589,0,0,0,0,0,0,0,0
2024,City/Other,Harris County Unincorporated Area,13145322000,189,59762632,0,0,0,0,0,0,0,0
2025,City/Other,Harris County Unincorporated Area,13145322000,177,56149589,0,0,0,0,0,0,0,0
2024,City/Other,Harrison,13303323000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Harrison,13303323000,0,0,0,0,0,0,0,0,0,0
2024,County,Hart,13147,150,37555167,22,4210000,6,1050000,8,1360000,8,1800000
2025,County,Hart,13147,177,44487188,20,4736504,16,3999504,4,737000,0,0
2024,City/Other,Hart County Unincorporated Area,13147324000,128,31699886,0,0,0,0,0,0,0,0
2025,City/Other,Hart County Unincorporated Area,13147324000,152,36706499,0,0,0,0,0,0,0,0
2024,City/Other,Hartwell,13147325000,20,5250000,22,4210000,6,1050000,8,1360000,8,1800000
2025,City/Other,Hartwell,13147325000,23,7175408,20,4736504,16,3999504,4,737000,0,0
2024,City/Other,Hazlehurst,13161327000,6,950000,0,0,0,0,0,0,0,0
2025,City/Other,Hazlehurst,13161327000,9,1250000,0,0,0,0,0,0,0,0
2024,County,Heard,13149,70,20093732,0,0,0,0,0,0,0,0
2025,County,Heard,13149,54,15834878,0,0,0,0,0,0,0,0
2024,City/Other,Heard County Unincorporated Area,13149328000,50,14341966,0,0,0,0,0,0,0,0
2025,City/Other,Heard County Unincorporated Area,13149328000,47,13762761,0,0,0,0,0,0,0,0
2024,City/Other,Helen,13311329000,8,2550000,0,0,0,0,0,0,0,0
2025,City/Other,Helen,13311329000,9,2900000,2,500000,2,500000,0,0,0,0
2024,County,Henry,13151,1887,493213208,0,0,0,0,0,0,0,0
2025,County,Henry,13151,1666,425786976,0,0,0,0,0,0,0,0
2024,City/Other,Henry County Unincorporated Area,13151332000,1268,252307935,0,0,0,0,0,0,0,0
2025,City/Other,Henry County Unincorporated Area,13151332000,1185,213087227,0,0,0,0,0,0,0,0
2024,City/Other,Hephzibah,13245333000,8,2277254,0,0,0,0,0,0,0,0
2025,City/Other,Hephzibah,13245333000,5,2369352,0,0,0,0,0,0,0,0
2024,City/Other,Hiawassee,13281334000,1,616000,2,500000,2,500000,0,0,0,0
2025,City/Other,Hiawassee,13281334000,4,2347345,0,0,0,0,0,0,0,0
2024,City/Other,Higgston,13209335000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Higgston,13209335000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Hinesville,13179337000,144,42717483,4,468500,4,468500,0,0,0,0
2025,City/Other,Hinesville,13179337000,170,58026782,0,0,0,0,0,0,0,0
2024,City/Other,Hoboken,13025339000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Hoboken,13025339000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Hogansville,13285340000,22,6909145,0,0,0,0,0,0,0,0
2025,City/Other,Hogansville,13285340000,17,5688162,0,0,0,0,0,0,0,0
2024,City/Other,Holly Springs,13057341000,83,37387083,11,3430426,0,0,11,3430426,0,0
2025,City/Other,Holly Springs,13057341000,136,38017948,26,6022239,2,544600,0,0,24,5477639
2024,City/Other,Homeland,13049342000,4,1210562,0,0,0,0,0,0,0,0
2025,City/Other,Homeland,13049342000,4,1184820,0,0,0,0,0,0,0,0
2024,City/Other,Homer,13011343000,58,29371262,0,0,0,0,0,0,0,0
2025,City/Other,Homer,13011343000,63,11559440,0,0,0,0,0,0,0,0
2024,City/Other,Homerville,13065344000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Homerville,13065344000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Hoschton,13157345000,674,282056542,44,6064731,0,0,0,0,44,6064731
2025,City/Other,Hoschton,13157345000,327,189626212,0,0,0,0,0,0,0,0
2024,County,Houston,13153,1147,242297298,379,21104894,46,5840672,3,475000,330,14789222
2025,County,Houston,13153,1132,209979293,86,7078576,2,393296,0,0,84,6685280
2024,City/Other,Houston County Unincorporated Area,13153346000,154,37878291,0,0,0,0,0,0,0,0
2025,City/Other,Houston County Unincorporated Area,13153346000,248,59655960,0,0,0,0,0,0,0,0
2024,City/Other,Hull,13195347000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Hull,13195347000,2,592033,0,0,0,0,0,0,0,0
2024,County,Irwin,13155,32,2787756,0,0,0,0,0,0,0,0
2025,County,Irwin,13155,10,2962050,0,0,0,0,0,0,0,0
2024,City/Other,Irwin County Unincorporated Area,13155351000,32,2787756,0,0,0,0,0,0,0,0
2025,City/Other,Irwin County Unincorporated Area,13155351000,10,2962050,0,0,0,0,0,0,0,0
2024,City/Other,Ivey,13319353000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Ivey,13319353000,0,0,0,0,0,0,0,0,0,0
2024,County,Jackson,13157,2070,632482750,44,6064731,0,0,0,0,44,6064731
2025,County,Jackson,13157,1816,624840605,11,1914000,0,0,0,0,11,1914000
2024,City/Other,Jackson County Unincorporated Area,13157355000,553,134667309,0,0,0,0,0,0,0,0
2025,City/Other,Jackson County Unincorporated Area,13157355000,627,178110109,0,0,0,0,0,0,0,0
2024,County,Jasper,13159,183,53225000,0,0,0,0,0,0,0,0
2024,City/Other,Jasper,13227358000,51,11661157,0,0,0,0,0,0,0,0
2025,County,Jasper,13159,124,42750000,0,0,0,0,0,0,0,0
2025,City/Other,Jasper,13227358000,79,29971000,0,0,0,0,0,0,0,0
2024,City/Other,Jasper County Unincorporated Area,13159359000,183,53225000,0,0,0,0,0,0,0,0
2025,City/Other,Jasper County Unincorporated Area,13159359000,124,42750000,0,0,0,0,0,0,0,0
2024,County,Jeff Davis,13161,6,950000,0,0,0,0,0,0,0,0
2025,County,Jeff Davis,13161,9,1250000,0,0,0,0,0,0,0,0
2024,County,Jefferson,13163,23,5802125,0,0,0,0,0,0,0,0
2024,City/Other,Jefferson,13157361000,215,35570700,0,0,0,0,0,0,0,0
2025,County,Jefferson,13163,24,18070512,0,0,0,0,0,0,0,0
2025,City/Other,Jefferson,13157361000,81,26217968,11,1914000,0,0,0,0,11,1914000
2024,City/Other,Jefferson County Unincorporated Area,13163362000,23,5802125,0,0,0,0,0,0,0,0
2025,City/Other,Jefferson County Unincorporated Area,13163362000,24,18070512,0,0,0,0,0,0,0,0
2024,City/Other,Jeffersonville,13289363000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Jeffersonville,13289363000,0,0,0,0,0,0,0,0,0,0
2024,County,Jenkins,13165,34,3050000,0,0,0,0,0,0,0,0
2025,County,Jenkins,13165,25,3088615,10,1416708,0,0,0,0,10,1416708
2024,City/Other,Jenkins County Unincorporated Area,13165365000,25,2500000,0,0,0,0,0,0,0,0
2025,City/Other,Jenkins County Unincorporated Area,13165365000,22,2200000,0,0,0,0,0,0,0,0
2024,City/Other,Jersey,13297367000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Jersey,13297367000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Jesup,13305368000,28,6347465,14,1294000,6,594000,8,700000,0,0
2025,City/Other,Jesup,13305368000,28,5723750,4,396000,4,396000,0,0,0,0
2024,City/Other,Johns Creek,13121369300,129,63764351,0,0,0,0,0,0,0,0
2025,City/Other,Johns Creek,13121369300,43,27998771,440,60642749,0,0,0,0,440,60642749
2024,County,Johnson,13167,0,0,0,0,0,0,0,0,0,0
2025,County,Johnson,13167,0,0,0,0,0,0,0,0,0,0
2024,County,Jones,13169,90,21244000,16,2108400,0,0,10,1348000,6,760400
2025,County,Jones,13169,68,13933000,0,0,0,0,0,0,0,0
2024,City/Other,Jones County,13169370000,90,21244000,16,2108400,0,0,10,1348000,6,760400
2025,City/Other,Jones County,13169370000,68,13933000,0,0,0,0,0,0,0,0
2024,City/Other,Jonesboro,13063371000,3,650000,0,0,0,0,0,0,0,0
2025,City/Other,Jonesboro,13063371000,1,225000,0,0,0,0,0,0,0,0
2024,City/Other,Kennesaw,13067373000,80,19610020,0,0,0,0,0,0,0,0
2025,City/Other,Kennesaw,13067373000,48,10774362,0,0,0,0,0,0,0,0
2024,City/Other,Kingsland,13039376000,166,52350000,24,9040000,24,9040000,0,0,0,0
2025,City/Other,Kingsland,13039376000,224,52900000,20,4110000,8,1710000,0,0,12,2400000
2024,City/Other,Kingston,13015377000,39,10595250,0,0,0,0,0,0,0,0
2025,City/Other,Kingston,13015377000,22,6905348,0,0,0,0,0,0,0,0
2024,City/Other,Kite,13167378000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Kite,13167378000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,LaFayette,13295379000,36,4955919,27,1280000,0,0,3,300000,24,980000
2025,City/Other,LaFayette,13295379000,27,4574439,16,1248000,16,1248000,0,0,0,0
2024,City/Other,LaGrange,13285380000,218,76657823,2,300000,2,300000,0,0,0,0
2025,City/Other,LaGrange,13285380000,281,87901900,300,59384389,10,1784389,0,0,290,57600000
2024,City/Other,Lake City,13063381000,2,600000,0,0,0,0,0,0,0,0
